clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier
9fvi4IXr6rQ_clip0039_t00381_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\9fvi4IXr6rQ_clip0039_t00381_desyncm3f.mp4,1,temporal_desync,shift=-3f,9fvi4IXr6rQ_clip0039_t00381,9fvi4IXr6rQ,184,tier1
9fvi4IXr6rQ_clip0040_t00384_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\9fvi4IXr6rQ_clip0040_t00384_desyncp3f.mp4,1,temporal_desync,shift=3f,9fvi4IXr6rQ_clip0040_t00384,9fvi4IXr6rQ,184,tier1
9fvi4IXr6rQ_clip0041_t00390_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\9fvi4IXr6rQ_clip0041_t00390_desyncm7f.mp4,1,temporal_desync,shift=-7f,9fvi4IXr6rQ_clip0041_t00390,9fvi4IXr6rQ,184,tier1
ijoyJhqD740_clip0003_t00089_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\ijoyJhqD740_clip0003_t00089_desyncp7f.mp4,1,temporal_desync,shift=7f,ijoyJhqD740_clip0003_t00089,ijoyJhqD740,184,tier1
ijoyJhqD740_clip0032_t00487_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\ijoyJhqD740_clip0032_t00487_desyncp15f.mp4,1,temporal_desync,shift=15f,ijoyJhqD740_clip0032_t00487,ijoyJhqD740,184,tier1
lq_tau31IE0_clip0004_t00178_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\lq_tau31IE0_clip0004_t00178_desyncm15f.mp4,1,temporal_desync,shift=-15f,lq_tau31IE0_clip0004_t00178,lq_tau31IE0,184,tier1
lq_tau31IE0_clip0005_t00182_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\lq_tau31IE0_clip0005_t00182_desyncm15f.mp4,1,temporal_desync,shift=-15f,lq_tau31IE0_clip0005_t00182,lq_tau31IE0,184,tier1
CHkaAtJLN3E_clip0062_t00890_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\CHkaAtJLN3E_clip0062_t00890_desyncm3f.mp4,1,temporal_desync,shift=-3f,CHkaAtJLN3E_clip0062_t00890,CHkaAtJLN3E,185,tier1
CHkaAtJLN3E_clip0063_t00897_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\CHkaAtJLN3E_clip0063_t00897_desyncm15f.mp4,1,temporal_desync,shift=-15f,CHkaAtJLN3E_clip0063_t00897,CHkaAtJLN3E,185,tier1
CHkaAtJLN3E_clip0064_t00901_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\CHkaAtJLN3E_clip0064_t00901_desyncm15f.mp4,1,temporal_desync,shift=-15f,CHkaAtJLN3E_clip0064_t00901,CHkaAtJLN3E,185,tier1
CHkaAtJLN3E_clip0065_t00905_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\CHkaAtJLN3E_clip0065_t00905_desyncm15f.mp4,1,temporal_desync,shift=-15f,CHkaAtJLN3E_clip0065_t00905,CHkaAtJLN3E,185,tier1
cVabKjWav-Y_clip0055_t00768_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\cVabKjWav-Y_clip0055_t00768_desyncp7f.mp4,1,temporal_desync,shift=7f,cVabKjWav-Y_clip0055_t00768,cVabKjWav-Y,186,tier2
mHTLamr-Zqk_clip0074_t00756_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0074_t00756_desyncm7f.mp4,1,temporal_desync,shift=-7f,mHTLamr-Zqk_clip0074_t00756,mHTLamr-Zqk,188,tier2
mHTLamr-Zqk_clip0075_t00773_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0075_t00773_desyncm3f.mp4,1,temporal_desync,shift=-3f,mHTLamr-Zqk_clip0075_t00773,mHTLamr-Zqk,188,tier2
mHTLamr-Zqk_clip0076_t00776_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0076_t00776_desyncp3f.mp4,1,temporal_desync,shift=3f,mHTLamr-Zqk_clip0076_t00776,mHTLamr-Zqk,188,tier2
mHTLamr-Zqk_clip0077_t00781_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0077_t00781_desyncp7f.mp4,1,temporal_desync,shift=7f,mHTLamr-Zqk_clip0077_t00781,mHTLamr-Zqk,188,tier2
mHTLamr-Zqk_clip0078_t00786_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0078_t00786_desyncp7f.mp4,1,temporal_desync,shift=7f,mHTLamr-Zqk_clip0078_t00786,mHTLamr-Zqk,188,tier2
mHTLamr-Zqk_clip0079_t00789_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0079_t00789_desyncm15f.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0079_t00789,mHTLamr-Zqk,188,tier2
mHTLamr-Zqk_clip0080_t00793_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0080_t00793_desyncp7f.mp4,1,temporal_desync,shift=7f,mHTLamr-Zqk_clip0080_t00793,mHTLamr-Zqk,188,tier2
Qkdyus1My0Q_clip0000_t00077_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0000_t00077_desyncp7f.mp4,1,temporal_desync,shift=7f,Qkdyus1My0Q_clip0000_t00077,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0001_t00083_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0001_t00083_desyncp7f.mp4,1,temporal_desync,shift=7f,Qkdyus1My0Q_clip0001_t00083,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0002_t00087_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0002_t00087_desyncp7f.mp4,1,temporal_desync,shift=7f,Qkdyus1My0Q_clip0002_t00087,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0003_t00091_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0003_t00091_desyncm7f.mp4,1,temporal_desync,shift=-7f,Qkdyus1My0Q_clip0003_t00091,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0004_t00096_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0004_t00096_desyncp3f.mp4,1,temporal_desync,shift=3f,Qkdyus1My0Q_clip0004_t00096,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0005_t00116_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0005_t00116_desyncm3f.mp4,1,temporal_desync,shift=-3f,Qkdyus1My0Q_clip0005_t00116,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0006_t00120_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0006_t00120_desyncp7f.mp4,1,temporal_desync,shift=7f,Qkdyus1My0Q_clip0006_t00120,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0007_t00124_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0007_t00124_desyncp3f.mp4,1,temporal_desync,shift=3f,Qkdyus1My0Q_clip0007_t00124,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0008_t00130_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0008_t00130_desyncp15f.mp4,1,temporal_desync,shift=15f,Qkdyus1My0Q_clip0008_t00130,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0009_t00137_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0009_t00137_desyncp7f.mp4,1,temporal_desync,shift=7f,Qkdyus1My0Q_clip0009_t00137,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0010_t00140_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0010_t00140_desyncm7f.mp4,1,temporal_desync,shift=-7f,Qkdyus1My0Q_clip0010_t00140,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0011_t00148_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0011_t00148_desyncp3f.mp4,1,temporal_desync,shift=3f,Qkdyus1My0Q_clip0011_t00148,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0012_t00152_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0012_t00152_desyncp3f.mp4,1,temporal_desync,shift=3f,Qkdyus1My0Q_clip0012_t00152,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0013_t00155_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0013_t00155_desyncm15f.mp4,1,temporal_desync,shift=-15f,Qkdyus1My0Q_clip0013_t00155,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0014_t00159_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0014_t00159_desyncp3f.mp4,1,temporal_desync,shift=3f,Qkdyus1My0Q_clip0014_t00159,Qkdyus1My0Q,189,tier1
Qkdyus1My0Q_clip0015_t00172_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Qkdyus1My0Q_clip0015_t00172_desyncp7f.mp4,1,temporal_desync,shift=7f,Qkdyus1My0Q_clip0015_t00172,Qkdyus1My0Q,189,tier1
cVabKjWav-Y_clip0056_t00774_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\cVabKjWav-Y_clip0056_t00774_desyncm15f.mp4,1,temporal_desync,shift=-15f,cVabKjWav-Y_clip0056_t00774,cVabKjWav-Y,190,tier2
cVabKjWav-Y_clip0057_t00780_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\cVabKjWav-Y_clip0057_t00780_desyncm7f.mp4,1,temporal_desync,shift=-7f,cVabKjWav-Y_clip0057_t00780,cVabKjWav-Y,190,tier2
ijoyJhqD740_clip0000_t00013_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\ijoyJhqD740_clip0000_t00013_desyncm7f.mp4,1,temporal_desync,shift=-7f,ijoyJhqD740_clip0000_t00013,ijoyJhqD740,191,tier1
Nw3N73GJ2Zo_clip0050_t00568_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Nw3N73GJ2Zo_clip0050_t00568_desyncm7f.mp4,1,temporal_desync,shift=-7f,Nw3N73GJ2Zo_clip0050_t00568,Nw3N73GJ2Zo,192,tier1
Nw3N73GJ2Zo_clip0051_t00576_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Nw3N73GJ2Zo_clip0051_t00576_desyncm7f.mp4,1,temporal_desync,shift=-7f,Nw3N73GJ2Zo_clip0051_t00576,Nw3N73GJ2Zo,192,tier1
lq_tau31IE0_clip0035_t00663_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\lq_tau31IE0_clip0035_t00663_desyncp7f.mp4,1,temporal_desync,shift=7f,lq_tau31IE0_clip0035_t00663,lq_tau31IE0,192,tier1
3tEN20uif6g_clip0013_t00162_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0013_t00162_desyncm15f.mp4,1,temporal_desync,shift=-15f,3tEN20uif6g_clip0013_t00162,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0059_t00954_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0059_t00954_desyncp7f.mp4,1,temporal_desync,shift=7f,3tEN20uif6g_clip0059_t00954,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0060_t00957_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0060_t00957_desyncm7f.mp4,1,temporal_desync,shift=-7f,3tEN20uif6g_clip0060_t00957,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0061_t00998_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0061_t00998_desyncp7f.mp4,1,temporal_desync,shift=7f,3tEN20uif6g_clip0061_t00998,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0062_t01003_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0062_t01003_desyncp15f.mp4,1,temporal_desync,shift=15f,3tEN20uif6g_clip0062_t01003,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0063_t01005_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0063_t01005_desyncp15f.mp4,1,temporal_desync,shift=15f,3tEN20uif6g_clip0063_t01005,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0064_t01010_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0064_t01010_desyncm3f.mp4,1,temporal_desync,shift=-3f,3tEN20uif6g_clip0064_t01010,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0065_t01014_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0065_t01014_desyncm15f.mp4,1,temporal_desync,shift=-15f,3tEN20uif6g_clip0065_t01014,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0066_t01025_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0066_t01025_desyncp7f.mp4,1,temporal_desync,shift=7f,3tEN20uif6g_clip0066_t01025,3tEN20uif6g,193,tier1
3tEN20uif6g_clip0067_t01034_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0067_t01034_desyncm3f.mp4,1,temporal_desync,shift=-3f,3tEN20uif6g_clip0067_t01034,3tEN20uif6g,193,tier1
0rNleOYzisw_clip0021_t00223_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0021_t00223_desyncm3f.mp4,1,temporal_desync,shift=-3f,0rNleOYzisw_clip0021_t00223,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0022_t00227_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0022_t00227_desyncp15f.mp4,1,temporal_desync,shift=15f,0rNleOYzisw_clip0022_t00227,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0023_t00231_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0023_t00231_desyncm7f.mp4,1,temporal_desync,shift=-7f,0rNleOYzisw_clip0023_t00231,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0026_t00308_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0026_t00308_desyncm7f.mp4,1,temporal_desync,shift=-7f,0rNleOYzisw_clip0026_t00308,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0027_t00315_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0027_t00315_desyncm15f.mp4,1,temporal_desync,shift=-15f,0rNleOYzisw_clip0027_t00315,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0029_t00406_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0029_t00406_desyncp7f.mp4,1,temporal_desync,shift=7f,0rNleOYzisw_clip0029_t00406,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0030_t00412_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0030_t00412_desyncm15f.mp4,1,temporal_desync,shift=-15f,0rNleOYzisw_clip0030_t00412,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0031_t00419_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0031_t00419_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0031_t00419,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0036_t00561_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0036_t00561_desyncm15f.mp4,1,temporal_desync,shift=-15f,0rNleOYzisw_clip0036_t00561,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0037_t00570_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0037_t00570_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0037_t00570,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0045_t00662_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0045_t00662_desyncp15f.mp4,1,temporal_desync,shift=15f,0rNleOYzisw_clip0045_t00662,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0046_t00665_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0046_t00665_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0046_t00665,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0054_t00788_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0054_t00788_desyncm3f.mp4,1,temporal_desync,shift=-3f,0rNleOYzisw_clip0054_t00788,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0055_t00795_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0055_t00795_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0055_t00795,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0067_t01027_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0067_t01027_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0067_t01027,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0068_t01098_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0068_t01098_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0068_t01098,0rNleOYzisw,195,tier2
0rNleOYzisw_clip0069_t01102_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0069_t01102_desyncm15f.mp4,1,temporal_desync,shift=-15f,0rNleOYzisw_clip0069_t01102,0rNleOYzisw,195,tier2
7632179824886320404_clip0003_t00027_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\7632179824886320404_clip0003_t00027_desyncp7f.mp4,1,temporal_desync,shift=7f,7632179824886320404_clip0003_t00027,7632179824886320404,197,tier3
7632179824886320404_clip0004_t00065_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\7632179824886320404_clip0004_t00065_desyncm15f.mp4,1,temporal_desync,shift=-15f,7632179824886320404_clip0004_t00065,7632179824886320404,197,tier3
7632179824886320404_clip0006_t00092_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\7632179824886320404_clip0006_t00092_desyncm15f.mp4,1,temporal_desync,shift=-15f,7632179824886320404_clip0006_t00092,7632179824886320404,197,tier3
7632179824886320404_clip0007_t00097_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\7632179824886320404_clip0007_t00097_desyncp3f.mp4,1,temporal_desync,shift=3f,7632179824886320404_clip0007_t00097,7632179824886320404,197,tier3
mHTLamr-Zqk_clip0034_t00358_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0034_t00358_desyncm15f.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0034_t00358,mHTLamr-Zqk,198,tier2
mHTLamr-Zqk_clip0044_t00461_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0044_t00461_desyncp3f.mp4,1,temporal_desync,shift=3f,mHTLamr-Zqk_clip0044_t00461,mHTLamr-Zqk,198,tier2
mHTLamr-Zqk_clip0045_t00471_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0045_t00471_desyncm15f.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0045_t00471,mHTLamr-Zqk,198,tier2
0rNleOYzisw_clip0005_t00054_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0005_t00054_desyncm15f.mp4,1,temporal_desync,shift=-15f,0rNleOYzisw_clip0005_t00054,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0006_t00057_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0006_t00057_desyncm3f.mp4,1,temporal_desync,shift=-3f,0rNleOYzisw_clip0006_t00057,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0011_t00135_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0011_t00135_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0011_t00135,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0012_t00141_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0012_t00141_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0012_t00141,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0013_t00144_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0013_t00144_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0013_t00144,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0014_t00147_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0014_t00147_desyncm15f.mp4,1,temporal_desync,shift=-15f,0rNleOYzisw_clip0014_t00147,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0032_t00488_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0032_t00488_desyncm7f.mp4,1,temporal_desync,shift=-7f,0rNleOYzisw_clip0032_t00488,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0033_t00493_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0033_t00493_desyncp7f.mp4,1,temporal_desync,shift=7f,0rNleOYzisw_clip0033_t00493,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0038_t00608_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0038_t00608_desyncm7f.mp4,1,temporal_desync,shift=-7f,0rNleOYzisw_clip0038_t00608,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0039_t00612_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0039_t00612_desyncp7f.mp4,1,temporal_desync,shift=7f,0rNleOYzisw_clip0039_t00612,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0040_t00616_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0040_t00616_desyncp15f.mp4,1,temporal_desync,shift=15f,0rNleOYzisw_clip0040_t00616,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0047_t00722_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0047_t00722_desyncp7f.mp4,1,temporal_desync,shift=7f,0rNleOYzisw_clip0047_t00722,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0048_t00724_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0048_t00724_desyncp15f.mp4,1,temporal_desync,shift=15f,0rNleOYzisw_clip0048_t00724,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0049_t00726_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0049_t00726_desyncm3f.mp4,1,temporal_desync,shift=-3f,0rNleOYzisw_clip0049_t00726,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0050_t00730_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0050_t00730_desyncm7f.mp4,1,temporal_desync,shift=-7f,0rNleOYzisw_clip0050_t00730,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0051_t00732_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0051_t00732_desyncm15f.mp4,1,temporal_desync,shift=-15f,0rNleOYzisw_clip0051_t00732,0rNleOYzisw,199,tier2
0rNleOYzisw_clip0057_t00868_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\0rNleOYzisw_clip0057_t00868_desyncp3f.mp4,1,temporal_desync,shift=3f,0rNleOYzisw_clip0057_t00868,0rNleOYzisw,199,tier2
