clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier,crf,orig_clip_id
FufWLL1IIrQ_clip0039_t00230_desyncp3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\FufWLL1IIrQ_clip0039_t00230_desyncp3f_crf35.mp4,1,temporal_desync,shift=3f,FufWLL1IIrQ_clip0039_t00230,FufWLL1IIrQ,467,tier2,35,FufWLL1IIrQ_clip0039_t00230_desyncp3f
0rNleOYzisw_clip0072_t01119_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0rNleOYzisw_clip0072_t01119_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,0rNleOYzisw_clip0072_t01119,0rNleOYzisw,471,tier2,35,0rNleOYzisw_clip0072_t01119_desyncm3f
7644036312223223058_clip0005_t00031_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7644036312223223058_clip0005_t00031_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,7644036312223223058_clip0005_t00031,7644036312223223058,475,tier3,40,7644036312223223058_clip0005_t00031_desyncm15f
wKaFsRX95YY_clip0022_t00239_desyncp7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\wKaFsRX95YY_clip0022_t00239_desyncp7f_crf23.mp4,1,temporal_desync,shift=7f,wKaFsRX95YY_clip0022_t00239,wKaFsRX95YY,478,tier2,23,wKaFsRX95YY_clip0022_t00239_desyncp7f
7636689448880721173_clip0007_t00045_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7636689448880721173_clip0007_t00045_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,7636689448880721173_clip0007_t00045,7636689448880721173,482,tier3,40,7636689448880721173_clip0007_t00045_desyncm3f
0-fu0N-npmg_clip0013_t00170_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0-fu0N-npmg_clip0013_t00170_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,0-fu0N-npmg_clip0013_t00170,0-fu0N-npmg,483,tier1,23,0-fu0N-npmg_clip0013_t00170_desyncp15f
I-uqcg6HtaQ_clip0028_t00244_desyncp15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\I-uqcg6HtaQ_clip0028_t00244_desyncp15f_crf40.mp4,1,temporal_desync,shift=15f,I-uqcg6HtaQ_clip0028_t00244,I-uqcg6HtaQ,485,tier2,40,I-uqcg6HtaQ_clip0028_t00244_desyncp15f
y3vBfCdY2tQ_clip0029_t00288_desyncp15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0029_t00288_desyncp15f_crf35.mp4,1,temporal_desync,shift=15f,y3vBfCdY2tQ_clip0029_t00288,y3vBfCdY2tQ,486,tier1,35,y3vBfCdY2tQ_clip0029_t00288_desyncp15f
y3vBfCdY2tQ_clip0030_t00296_desyncp7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0030_t00296_desyncp7f_crf35.mp4,1,temporal_desync,shift=7f,y3vBfCdY2tQ_clip0030_t00296,y3vBfCdY2tQ,486,tier1,35,y3vBfCdY2tQ_clip0030_t00296_desyncp7f
7URysGbqZ1w_clip0005_t00026_desyncp3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7URysGbqZ1w_clip0005_t00026_desyncp3f_crf30.mp4,1,temporal_desync,shift=3f,7URysGbqZ1w_clip0005_t00026,7URysGbqZ1w,495,tier1,30,7URysGbqZ1w_clip0005_t00026_desyncp3f
7URysGbqZ1w_clip0013_t00085_desyncp7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7URysGbqZ1w_clip0013_t00085_desyncp7f_crf40.mp4,1,temporal_desync,shift=7f,7URysGbqZ1w_clip0013_t00085,7URysGbqZ1w,495,tier1,40,7URysGbqZ1w_clip0013_t00085_desyncp7f
7URysGbqZ1w_clip0018_t00112_desyncp7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7URysGbqZ1w_clip0018_t00112_desyncp7f_crf40.mp4,1,temporal_desync,shift=7f,7URysGbqZ1w_clip0018_t00112,7URysGbqZ1w,495,tier1,40,7URysGbqZ1w_clip0018_t00112_desyncp7f
7URysGbqZ1w_clip0034_t00199_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7URysGbqZ1w_clip0034_t00199_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,7URysGbqZ1w_clip0034_t00199,7URysGbqZ1w,495,tier1,40,7URysGbqZ1w_clip0034_t00199_desyncm15f
7URysGbqZ1w_clip0047_t00271_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7URysGbqZ1w_clip0047_t00271_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,7URysGbqZ1w_clip0047_t00271,7URysGbqZ1w,495,tier1,35,7URysGbqZ1w_clip0047_t00271_desyncm3f
7URysGbqZ1w_clip0053_t00309_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7URysGbqZ1w_clip0053_t00309_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,7URysGbqZ1w_clip0053_t00309,7URysGbqZ1w,495,tier1,23,7URysGbqZ1w_clip0053_t00309_desyncp15f
7URysGbqZ1w_clip0079_t00467_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7URysGbqZ1w_clip0079_t00467_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,7URysGbqZ1w_clip0079_t00467,7URysGbqZ1w,495,tier1,35,7URysGbqZ1w_clip0079_t00467_desyncm3f
mHTLamr-Zqk_clip0037_t00383_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0037_t00383_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,mHTLamr-Zqk_clip0037_t00383,mHTLamr-Zqk,505,tier2,23,mHTLamr-Zqk_clip0037_t00383_desyncm7f
CklYiLA4DZc_clip0018_t00335_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\CklYiLA4DZc_clip0018_t00335_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,CklYiLA4DZc_clip0018_t00335,CklYiLA4DZc,506,tier1,40,CklYiLA4DZc_clip0018_t00335_desyncm15f
7630694439006080277_clip0000_t00018_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7630694439006080277_clip0000_t00018_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,7630694439006080277_clip0000_t00018,7630694439006080277,507,tier3,23,7630694439006080277_clip0000_t00018_desyncp15f
MpVfVbPdmis_clip0063_t00770_desyncp7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\MpVfVbPdmis_clip0063_t00770_desyncp7f_crf35.mp4,1,temporal_desync,shift=7f,MpVfVbPdmis_clip0063_t00770,MpVfVbPdmis,513,tier1,35,MpVfVbPdmis_clip0063_t00770_desyncp7f
MpVfVbPdmis_clip0064_t00772_desyncp7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\MpVfVbPdmis_clip0064_t00772_desyncp7f_crf23.mp4,1,temporal_desync,shift=7f,MpVfVbPdmis_clip0064_t00772,MpVfVbPdmis,513,tier1,23,MpVfVbPdmis_clip0064_t00772_desyncp7f
MpVfVbPdmis_clip0065_t00775_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\MpVfVbPdmis_clip0065_t00775_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,MpVfVbPdmis_clip0065_t00775,MpVfVbPdmis,513,tier1,30,MpVfVbPdmis_clip0065_t00775_desyncm15f
9fvi4IXr6rQ_clip0067_t00615_desyncm15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\9fvi4IXr6rQ_clip0067_t00615_desyncm15f_crf35.mp4,1,temporal_desync,shift=-15f,9fvi4IXr6rQ_clip0067_t00615,9fvi4IXr6rQ,514,tier1,35,9fvi4IXr6rQ_clip0067_t00615_desyncm15f
0PsGwmgAI-k_clip0031_t00700_desyncm7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0PsGwmgAI-k_clip0031_t00700_desyncm7f_crf35.mp4,1,temporal_desync,shift=-7f,0PsGwmgAI-k_clip0031_t00700,0PsGwmgAI-k,517,tier2,35,0PsGwmgAI-k_clip0031_t00700_desyncm7f
0wOdyRpc0wc_clip0015_t00145_desyncp15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0wOdyRpc0wc_clip0015_t00145_desyncp15f_crf35.mp4,1,temporal_desync,shift=15f,0wOdyRpc0wc_clip0015_t00145,0wOdyRpc0wc,520,tier1,35,0wOdyRpc0wc_clip0015_t00145_desyncp15f
7604463316362104082_clip0002_t00011_desyncp7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7604463316362104082_clip0002_t00011_desyncp7f_crf23.mp4,1,temporal_desync,shift=7f,7604463316362104082_clip0002_t00011,7604463316362104082,525,tier3,23,7604463316362104082_clip0002_t00011_desyncp7f
bhO764uZyDA_clip0069_t00403_desyncp7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0069_t00403_desyncp7f_crf30.mp4,1,temporal_desync,shift=7f,bhO764uZyDA_clip0069_t00403,bhO764uZyDA,528,tier1,30,bhO764uZyDA_clip0069_t00403_desyncp7f
F1JQOFSjVZg_clip0021_t00244_desyncm7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\F1JQOFSjVZg_clip0021_t00244_desyncm7f_crf40.mp4,1,temporal_desync,shift=-7f,F1JQOFSjVZg_clip0021_t00244,F1JQOFSjVZg,539,tier1,40,F1JQOFSjVZg_clip0021_t00244_desyncm7f
WsHg9aCVIw0_clip0025_t00235_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\WsHg9aCVIw0_clip0025_t00235_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,WsHg9aCVIw0_clip0025_t00235,WsHg9aCVIw0,544,tier1,30,WsHg9aCVIw0_clip0025_t00235_desyncm15f
jInLQAiBlVQ_clip0011_t00276_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\jInLQAiBlVQ_clip0011_t00276_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,jInLQAiBlVQ_clip0011_t00276,jInLQAiBlVQ,549,tier1,40,jInLQAiBlVQ_clip0011_t00276_desyncm3f
7626359347529960724_clip0005_t00032_desyncm7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7626359347529960724_clip0005_t00032_desyncm7f_crf30.mp4,1,temporal_desync,shift=-7f,7626359347529960724_clip0005_t00032,7626359347529960724,550,tier3,30,7626359347529960724_clip0005_t00032_desyncm7f
3tEN20uif6g_clip0080_t01088_desyncp7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\3tEN20uif6g_clip0080_t01088_desyncp7f_crf23.mp4,1,temporal_desync,shift=7f,3tEN20uif6g_clip0080_t01088,3tEN20uif6g,557,tier1,23,3tEN20uif6g_clip0080_t01088_desyncp7f
3tEN20uif6g_clip0084_t01110_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\3tEN20uif6g_clip0084_t01110_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,3tEN20uif6g_clip0084_t01110,3tEN20uif6g,557,tier1,23,3tEN20uif6g_clip0084_t01110_desyncp15f
hjEoiiSe0is_clip0043_t00609_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\hjEoiiSe0is_clip0043_t00609_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,hjEoiiSe0is_clip0043_t00609,hjEoiiSe0is,560,tier1,23,hjEoiiSe0is_clip0043_t00609_desyncm3f
hjEoiiSe0is_clip0044_t00613_desyncp15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\hjEoiiSe0is_clip0044_t00613_desyncp15f_crf30.mp4,1,temporal_desync,shift=15f,hjEoiiSe0is_clip0044_t00613,hjEoiiSe0is,560,tier1,30,hjEoiiSe0is_clip0044_t00613_desyncp15f
hjEoiiSe0is_clip0045_t00615_desyncm3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\hjEoiiSe0is_clip0045_t00615_desyncm3f_crf30.mp4,1,temporal_desync,shift=-3f,hjEoiiSe0is_clip0045_t00615,hjEoiiSe0is,560,tier1,30,hjEoiiSe0is_clip0045_t00615_desyncm3f
0wOdyRpc0wc_clip0032_t00281_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0wOdyRpc0wc_clip0032_t00281_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,0wOdyRpc0wc_clip0032_t00281,0wOdyRpc0wc,579,tier1,30,0wOdyRpc0wc_clip0032_t00281_desyncm15f
0-fu0N-npmg_clip0028_t00336_desyncp15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0-fu0N-npmg_clip0028_t00336_desyncp15f_crf40.mp4,1,temporal_desync,shift=15f,0-fu0N-npmg_clip0028_t00336,0-fu0N-npmg,580,tier1,40,0-fu0N-npmg_clip0028_t00336_desyncp15f
b9_oesdIz-M_clip0073_t00732_desyncp7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\b9_oesdIz-M_clip0073_t00732_desyncp7f_crf35.mp4,1,temporal_desync,shift=7f,b9_oesdIz-M_clip0073_t00732,b9_oesdIz-M,590,tier2,35,b9_oesdIz-M_clip0073_t00732_desyncp7f
7624919664694398229_clip0000_t00045_desyncm3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7624919664694398229_clip0000_t00045_desyncm3f_crf30.mp4,1,temporal_desync,shift=-3f,7624919664694398229_clip0000_t00045,7624919664694398229,597,tier3,30,7624919664694398229_clip0000_t00045_desyncm3f
FufWLL1IIrQ_clip0057_t00370_desyncp15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\FufWLL1IIrQ_clip0057_t00370_desyncp15f_crf40.mp4,1,temporal_desync,shift=15f,FufWLL1IIrQ_clip0057_t00370,FufWLL1IIrQ,618,tier2,40,FufWLL1IIrQ_clip0057_t00370_desyncp15f
FufWLL1IIrQ_clip0058_t00378_desyncp3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\FufWLL1IIrQ_clip0058_t00378_desyncp3f_crf30.mp4,1,temporal_desync,shift=3f,FufWLL1IIrQ_clip0058_t00378,FufWLL1IIrQ,618,tier2,30,FufWLL1IIrQ_clip0058_t00378_desyncp3f
FufWLL1IIrQ_clip0061_t00396_desyncm7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\FufWLL1IIrQ_clip0061_t00396_desyncm7f_crf35.mp4,1,temporal_desync,shift=-7f,FufWLL1IIrQ_clip0061_t00396,FufWLL1IIrQ,618,tier2,35,FufWLL1IIrQ_clip0061_t00396_desyncm7f
FufWLL1IIrQ_clip0062_t00402_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\FufWLL1IIrQ_clip0062_t00402_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,FufWLL1IIrQ_clip0062_t00402,FufWLL1IIrQ,618,tier2,23,FufWLL1IIrQ_clip0062_t00402_desyncm7f
gHsxuixSqz0_clip0022_t00229_desyncm3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\gHsxuixSqz0_clip0022_t00229_desyncm3f_crf30.mp4,1,temporal_desync,shift=-3f,gHsxuixSqz0_clip0022_t00229,gHsxuixSqz0,624,tier1,30,gHsxuixSqz0_clip0022_t00229_desyncm3f
_UEZaDjz02I_clip0028_t00315_desyncp3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0028_t00315_desyncp3f_crf35.mp4,1,temporal_desync,shift=3f,_UEZaDjz02I_clip0028_t00315,_UEZaDjz02I,628,tier1,35,_UEZaDjz02I_clip0028_t00315_desyncp3f
I-uqcg6HtaQ_clip0074_t00854_desyncp15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\I-uqcg6HtaQ_clip0074_t00854_desyncp15f_crf35.mp4,1,temporal_desync,shift=15f,I-uqcg6HtaQ_clip0074_t00854,I-uqcg6HtaQ,629,tier2,35,I-uqcg6HtaQ_clip0074_t00854_desyncp15f
qh78i88JEiU_clip0036_t00416_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\qh78i88JEiU_clip0036_t00416_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,qh78i88JEiU_clip0036_t00416,qh78i88JEiU,637,tier1,40,qh78i88JEiU_clip0036_t00416_desyncm3f
qh78i88JEiU_clip0038_t00428_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\qh78i88JEiU_clip0038_t00428_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,qh78i88JEiU_clip0038_t00428,qh78i88JEiU,637,tier1,23,qh78i88JEiU_clip0038_t00428_desyncp15f
0-fu0N-npmg_clip0009_t00123_desyncp3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0-fu0N-npmg_clip0009_t00123_desyncp3f_crf23.mp4,1,temporal_desync,shift=3f,0-fu0N-npmg_clip0009_t00123,0-fu0N-npmg,652,tier1,23,0-fu0N-npmg_clip0009_t00123_desyncp3f
b9_oesdIz-M_clip0082_t00799_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\b9_oesdIz-M_clip0082_t00799_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,b9_oesdIz-M_clip0082_t00799,b9_oesdIz-M,666,tier2,23,b9_oesdIz-M_clip0082_t00799_desyncp15f
CHkaAtJLN3E_clip0048_t00758_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\CHkaAtJLN3E_clip0048_t00758_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,CHkaAtJLN3E_clip0048_t00758,CHkaAtJLN3E,667,tier1,40,CHkaAtJLN3E_clip0048_t00758_desyncm3f
t6uBz4HwSTg_clip0023_t00428_desyncp3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\t6uBz4HwSTg_clip0023_t00428_desyncp3f_crf35.mp4,1,temporal_desync,shift=3f,t6uBz4HwSTg_clip0023_t00428,t6uBz4HwSTg,674,tier1,35,t6uBz4HwSTg_clip0023_t00428_desyncp3f
t6uBz4HwSTg_clip0025_t00433_desyncm7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\t6uBz4HwSTg_clip0025_t00433_desyncm7f_crf35.mp4,1,temporal_desync,shift=-7f,t6uBz4HwSTg_clip0025_t00433,t6uBz4HwSTg,674,tier1,35,t6uBz4HwSTg_clip0025_t00433_desyncm7f
wKaFsRX95YY_clip0038_t00468_desyncm15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\wKaFsRX95YY_clip0038_t00468_desyncm15f_crf35.mp4,1,temporal_desync,shift=-15f,wKaFsRX95YY_clip0038_t00468,wKaFsRX95YY,680,tier2,35,wKaFsRX95YY_clip0038_t00468_desyncm15f
usfv-YmWPBs_clip0074_t01146_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\usfv-YmWPBs_clip0074_t01146_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,usfv-YmWPBs_clip0074_t01146,usfv-YmWPBs,684,tier1,35,usfv-YmWPBs_clip0074_t01146_desyncm3f
usfv-YmWPBs_clip0076_t01158_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\usfv-YmWPBs_clip0076_t01158_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,usfv-YmWPBs_clip0076_t01158,usfv-YmWPBs,684,tier1,30,usfv-YmWPBs_clip0076_t01158_desyncm15f
Wv2KVSy4j3E_clip0059_t00544_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Wv2KVSy4j3E_clip0059_t00544_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,Wv2KVSy4j3E_clip0059_t00544,Wv2KVSy4j3E,686,tier1,23,Wv2KVSy4j3E_clip0059_t00544_desyncm15f
MpVfVbPdmis_clip0089_t01026_desyncp3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\MpVfVbPdmis_clip0089_t01026_desyncp3f_crf30.mp4,1,temporal_desync,shift=3f,MpVfVbPdmis_clip0089_t01026,MpVfVbPdmis,687,tier1,30,MpVfVbPdmis_clip0089_t01026_desyncp3f
jInLQAiBlVQ_clip0039_t00722_desyncp3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\jInLQAiBlVQ_clip0039_t00722_desyncp3f_crf30.mp4,1,temporal_desync,shift=3f,jInLQAiBlVQ_clip0039_t00722,jInLQAiBlVQ,689,tier1,30,jInLQAiBlVQ_clip0039_t00722_desyncp3f
jInLQAiBlVQ_clip0042_t00742_desyncp7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\jInLQAiBlVQ_clip0042_t00742_desyncp7f_crf30.mp4,1,temporal_desync,shift=7f,jInLQAiBlVQ_clip0042_t00742,jInLQAiBlVQ,689,tier1,30,jInLQAiBlVQ_clip0042_t00742_desyncp7f
7634057975606365461_clip0000_t00047_desyncp7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7634057975606365461_clip0000_t00047_desyncp7f_crf35.mp4,1,temporal_desync,shift=7f,7634057975606365461_clip0000_t00047,7634057975606365461,703,tier3,35,7634057975606365461_clip0000_t00047_desyncp7f
0rNleOYzisw_clip0034_t00524_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0rNleOYzisw_clip0034_t00524_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,0rNleOYzisw_clip0034_t00524,0rNleOYzisw,704,tier2,30,0rNleOYzisw_clip0034_t00524_desyncm15f
tFTh1jkOT9Q_clip0026_t00451_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\tFTh1jkOT9Q_clip0026_t00451_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,tFTh1jkOT9Q_clip0026_t00451,tFTh1jkOT9Q,722,tier1,23,tFTh1jkOT9Q_clip0026_t00451_desyncm15f
gHsxuixSqz0_clip0034_t00337_desyncp3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\gHsxuixSqz0_clip0034_t00337_desyncp3f_crf23.mp4,1,temporal_desync,shift=3f,gHsxuixSqz0_clip0034_t00337,gHsxuixSqz0,723,tier1,23,gHsxuixSqz0_clip0034_t00337_desyncp3f
7644036486509153554_clip0003_t00050_desyncm15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7644036486509153554_clip0003_t00050_desyncm15f_crf35.mp4,1,temporal_desync,shift=-15f,7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,35,7644036486509153554_clip0003_t00050_desyncm15f
lq_tau31IE0_clip0031_t00642_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\lq_tau31IE0_clip0031_t00642_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,lq_tau31IE0_clip0031_t00642,lq_tau31IE0,728,tier1,23,lq_tau31IE0_clip0031_t00642_desyncp15f
Xigg3vUV2Gw_clip0046_t00688_desyncp15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Xigg3vUV2Gw_clip0046_t00688_desyncp15f_crf35.mp4,1,temporal_desync,shift=15f,Xigg3vUV2Gw_clip0046_t00688,Xigg3vUV2Gw,742,tier1,35,Xigg3vUV2Gw_clip0046_t00688_desyncp15f
gHsxuixSqz0_clip0080_t00844_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\gHsxuixSqz0_clip0080_t00844_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,gHsxuixSqz0_clip0080_t00844,gHsxuixSqz0,745,tier1,40,gHsxuixSqz0_clip0080_t00844_desyncm3f
Nw3N73GJ2Zo_clip0013_t00265_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Nw3N73GJ2Zo_clip0013_t00265_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,Nw3N73GJ2Zo_clip0013_t00265,Nw3N73GJ2Zo,762,tier1,23,Nw3N73GJ2Zo_clip0013_t00265_desyncm3f
