clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency,speaker_id,quality,crf,orig_clip_id
R5y53Ud7Fs8_clip0053_t00667_crf40,R5y53Ud7Fs8,667.138,671.486,4.348,1.0,1.0,3.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0053_t00667_crf40.mp4,tier1,1,1.0,0.0270885154604911,True,9,0.4641180038452148,42,0.6200276513892885,40,R5y53Ud7Fs8_clip0053_t00667
R5y53Ud7Fs8_clip0058_t00692_crf23,R5y53Ud7Fs8,692.29,697.29,5.0,1.0,1.0,4.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0058_t00692_crf23.mp4,tier1,1,1.0,0.0192508343607187,True,9,0.4402056336402893,42,0.5941115449069503,23,R5y53Ud7Fs8_clip0058_t00692
7629698176408210709_clip0001_t00015_crf30,7629698176408210709,15.49,17.662,2.172,1.0,1.0,7.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7629698176408210709_clip0001_t00015_crf30.mp4,tier3,1,1.0,0.0396182015538215,True,9,0.948516309261322,44,0.7401943945207449,30,7629698176408210709_clip0001_t00015
7641466267358072085_clip0000_t00003_crf30,7641466267358072085,3.362,6.142,2.78,1.0,1.0,24.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7641466267358072085_clip0000_t00003_crf30.mp4,tier3,1,1.0,0.0460827276110649,True,9,0.8960215449333191,44,0.7488257199019243,30,7641466267358072085_clip0000_t00003
0-fu0N-npmg_clip0060_t00806_crf30,0-fu0N-npmg,806.786,811.646,4.86,1.0,1.0,2.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\0-fu0N-npmg_clip0060_t00806_crf30.mp4,tier1,1,1.0,0.0279666054993867,True,9,0.6268243789672852,45,0.651171270816734,30,0-fu0N-npmg_clip0060_t00806
7634865418301213972_clip0002_t00009_crf40,7634865418301213972,9.538,13.15,3.612,1.0,1.0,3.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634865418301213972_clip0002_t00009_crf40.mp4,tier3,1,1.0,0.0450826659798622,True,9,0.7301810383796692,46,0.7167913765766427,40,7634865418301213972_clip0002_t00009
7634865418301213972_clip0004_t00016_crf30,7634865418301213972,16.354,18.398,2.044,1.0,1.0,6.21,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634865418301213972_clip0004_t00016_crf30.mp4,tier3,1,1.0,0.045344091951847,True,9,0.6196446418762207,46,0.698008633294276,30,7634865418301213972_clip0004_t00016
7642360672617106709_clip0001_t00004_crf30,7642360672617106709,4.002,9.002,5.0,1.0,1.0,11.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7642360672617106709_clip0001_t00004_crf30.mp4,tier3,1,1.0,0.0189193058758974,True,9,0.745320200920105,48,0.6470375545997289,30,7642360672617106709_clip0001_t00004
7642360672617106709_clip0011_t00046_crf35,7642360672617106709,46.338,51.338,5.0,1.0,1.0,11.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7642360672617106709_clip0011_t00046_crf35.mp4,tier3,1,1.0,0.0227797701954841,True,9,0.77333003282547,48,0.6626670071980147,35,7642360672617106709_clip0011_t00046
RoXXg62YfpM_clip0011_t00086_crf30,RoXXg62YfpM,86.53,90.014,3.484,1.0,1.0,10.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\RoXXg62YfpM_clip0011_t00086_crf30.mp4,tier1,1,1.0,0.0375118404626846,True,9,0.8859623670578003,49,0.7233246327217532,30,RoXXg62YfpM_clip0011_t00086
RoXXg62YfpM_clip0058_t00481_crf30,RoXXg62YfpM,481.154,483.614,2.46,1.0,1.0,10.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\RoXXg62YfpM_clip0058_t00481_crf30.mp4,tier1,1,1.0,0.0366308838129043,True,9,0.8970233201980591,49,0.7228379005737964,30,RoXXg62YfpM_clip0058_t00481
okygVjgD02Y_clip0005_t00044_crf40,okygVjgD02Y,44.77,47.294,2.524,1.0,1.0,9.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\okygVjgD02Y_clip0005_t00044_crf40.mp4,tier1,1,1.0,0.0371573120355606,True,9,0.9997487664222716,49,0.7424231796138693,40,okygVjgD02Y_clip0005_t00044
okygVjgD02Y_clip0041_t00311_crf40,okygVjgD02Y,311.906,314.782,2.876,1.0,1.0,5.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\okygVjgD02Y_clip0041_t00311_crf40.mp4,tier1,1,1.0,0.1644040197134018,True,9,0.9999756217002868,49,0.9999956979471095,40,okygVjgD02Y_clip0041_t00311
okygVjgD02Y_clip0048_t00417_crf35,okygVjgD02Y,417.25,419.838,2.588,1.0,1.0,5.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\okygVjgD02Y_clip0048_t00417_crf35.mp4,tier1,1,1.0,0.0427383929491043,True,9,0.907649576663971,49,0.741619935036293,35,okygVjgD02Y_clip0048_t00417
R5y53Ud7Fs8_clip0016_t00181_crf30,R5y53Ud7Fs8,181.09,186.09,5.0,1.0,1.0,4.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0016_t00181_crf30.mp4,tier1,1,1.0,0.0443421378731727,True,9,0.8285541534423828,51,0.7321014074328527,30,R5y53Ud7Fs8_clip0016_t00181
R5y53Ud7Fs8_clip0043_t00490_crf30,R5y53Ud7Fs8,490.594,493.822,3.228,1.0,1.0,7.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0043_t00490_crf30.mp4,tier1,1,1.0,0.0466798804700374,True,9,0.4939020872116089,51,0.6795165017821327,30,R5y53Ud7Fs8_clip0043_t00490
R5y53Ud7Fs8_clip0081_t00951_crf35,R5y53Ud7Fs8,951.938,955.806,3.868,1.0,1.0,4.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0081_t00951_crf35.mp4,tier1,1,1.0,0.0105999046936631,True,9,0.7561092972755432,51,0.6259117383329579,35,R5y53Ud7Fs8_clip0081_t00951
7627812135254494485_clip0001_t00014_crf40,7627812135254494485,14.978,17.15,2.172,1.0,1.0,1.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7627812135254494485_clip0001_t00014_crf40.mp4,tier3,1,1.0,0.0466865934431552,True,9,0.5274723768234253,52,0.6854592533958753,40,7627812135254494485_clip0001_t00014
Xigg3vUV2Gw_clip0011_t00110_crf35,Xigg3vUV2Gw,110.562,112.734,2.172,1.0,1.0,12.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Xigg3vUV2Gw_clip0011_t00110_crf35.mp4,tier1,1,1.0,0.0413848385214805,True,9,0.9188859462738036,57,0.7398559131074608,35,Xigg3vUV2Gw_clip0011_t00110
gHsxuixSqz0_clip0006_t00080_crf35,gHsxuixSqz0,80.29,85.29,5.0,1.0,1.0,8.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\gHsxuixSqz0_clip0006_t00080_crf35.mp4,tier1,1,1.0,0.0683687031269073,True,9,0.4185482561588287,58,0.726257786871666,35,gHsxuixSqz0_clip0006_t00080
Nw3N73GJ2Zo_clip0030_t00392_crf35,Nw3N73GJ2Zo,392.962,397.962,5.0,0.8,1.0,3.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Nw3N73GJ2Zo_clip0030_t00392_crf35.mp4,tier1,1,1.0,0.0128410663455724,True,9,0.391912043094635,60,0.5678456205193599,35,Nw3N73GJ2Zo_clip0030_t00392
CHkaAtJLN3E_clip0034_t00584_crf30,CHkaAtJLN3E,584.418,587.102,2.684,1.0,1.0,5.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\CHkaAtJLN3E_clip0034_t00584_crf30.mp4,tier1,1,1.0,0.0313183143734931,True,9,0.6770309805870056,61,0.669309463104256,30,CHkaAtJLN3E_clip0034_t00584
7629698176408210709_clip0004_t00062_crf40,7629698176408210709,62.626,65.15,2.524,1.0,1.0,11.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7629698176408210709_clip0004_t00062_crf40.mp4,tier3,1,1.0,0.1302239298820495,True,9,0.5832846164703369,63,0.9264619911418243,40,7629698176408210709_clip0004_t00062
bhO764uZyDA_clip0052_t00278_crf30,bhO764uZyDA,278.498,282.014,3.516,1.0,1.0,34.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\bhO764uZyDA_clip0052_t00278_crf30.mp4,tier1,1,1.0,0.0523622259497642,True,9,0.9911484122276306,65,0.7829957275412481,30,bhO764uZyDA_clip0052_t00278
bhO764uZyDA_clip0053_t00290_crf23,bhO764uZyDA,290.018,294.11,4.092,1.0,1.0,34.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\bhO764uZyDA_clip0053_t00290_crf23.mp4,tier1,1,1.0,0.2527556121349334,True,9,0.9317586421966552,65,0.9879574074464686,23,bhO764uZyDA_clip0053_t00290
bhO764uZyDA_clip0054_t00297_crf35,bhO764uZyDA,297.41,299.87,2.46,1.0,1.0,34.99,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\bhO764uZyDA_clip0054_t00297_crf35.mp4,tier1,1,1.0,0.3646661341190338,True,9,0.8951786756515503,65,0.9815021192326265,35,bhO764uZyDA_clip0054_t00297
7641562675729681684_clip0000_t00003_crf35,7641562675729681684,3.49,9.854,6.364,1.0,1.0,14.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7641562675729681684_clip0000_t00003_crf35.mp4,tier3,1,1.0,0.0171210803091526,True,9,0.3255936205387115,66,0.5679903082983635,35,7641562675729681684_clip0000_t00003
Be0_77S0AyQ_clip0000_t00002_crf40,Be0_77S0AyQ,2.178,6.11,3.932,1.0,1.0,5.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Be0_77S0AyQ_clip0000_t00002_crf40.mp4,tier1,1,1.0,0.0179400369524955,True,9,0.7010674476623535,67,0.6365174320147472,40,Be0_77S0AyQ_clip0000_t00002
Be0_77S0AyQ_clip0009_t00125_crf35,Be0_77S0AyQ,125.666,128.446,2.78,1.0,1.0,7.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Be0_77S0AyQ_clip0009_t00125_crf35.mp4,tier1,1,1.0,0.0169992633163929,True,9,0.5924177169799805,67,0.614739699634824,35,Be0_77S0AyQ_clip0009_t00125
Be0_77S0AyQ_clip0010_t00144_crf40,Be0_77S0AyQ,144.61,150.238,5.628,1.0,1.0,7.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Be0_77S0AyQ_clip0010_t00144_crf40.mp4,tier1,1,1.0,0.01921240799129,True,9,0.3733318150043487,67,0.5822039108814855,40,Be0_77S0AyQ_clip0010_t00144
I-uqcg6HtaQ_clip0001_t00015_crf40,I-uqcg6HtaQ,15.394,20.394,5.0,1.0,1.0,11.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\I-uqcg6HtaQ_clip0001_t00015_crf40.mp4,tier2,1,1.0,0.0727294608950614,True,9,0.9964682459831238,71,0.8403151213255609,40,I-uqcg6HtaQ_clip0001_t00015
7549830648442227986_clip0000_t00019_crf40,7549830648442227986,19.234,22.91,3.676,1.0,1.0,6.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7549830648442227986_clip0000_t00019_crf40.mp4,tier3,1,1.0,0.0394399277865886,True,9,0.8174402713775635,72,0.7165698313959381,40,7549830648442227986_clip0000_t00019
7550273294079937800_clip0000_t00003_crf30,7550273294079937800,3.234,5.994,2.76,1.0,1.0,-3.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7550273294079937800_clip0000_t00003_crf30.mp4,tier3,1,1.0,0.0624369792640209,True,9,0.7538827061653137,72,0.7690142507512707,30,7550273294079937800_clip0000_t00003
7557728336403762440_clip0000_t00012_crf35,7557728336403762440,12.034,14.078,2.044,1.0,1.0,10.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7557728336403762440_clip0000_t00012_crf35.mp4,tier3,1,1.0,0.0591503381729126,True,9,0.7224089503288269,72,0.7543619754786409,35,7557728336403762440_clip0000_t00012
7577748683672866055_clip0000_t00002_crf40,7577748683672866055,2.85,5.822,2.972,1.0,1.0,23.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7577748683672866055_clip0000_t00002_crf40.mp4,tier3,1,1.0,0.2201883345842361,True,9,0.7865526676177979,72,0.9623328236972586,40,7577748683672866055_clip0000_t00002
7577748683672866055_clip0003_t00067_crf23,7577748683672866055,67.01,71.567,4.557,1.0,1.0,25.95,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7577748683672866055_clip0003_t00067_crf23.mp4,tier3,1,1.0,0.4479469060897827,True,9,0.790431559085846,72,0.9630173339563258,23,7577748683672866055_clip0003_t00067
7581782589204188423_clip0001_t00016_crf35,7581782589204188423,16.898,19.454,2.556,1.0,1.0,6.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7581782589204188423_clip0001_t00016_crf35.mp4,tier3,1,1.0,0.1714239567518234,True,9,0.8357298374176025,72,0.971011147779577,35,7581782589204188423_clip0001_t00016
7614120408689822984_clip0001_t00008_crf30,7614120408689822984,8.994,15.23,6.236,1.0,1.0,6.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7614120408689822984_clip0001_t00008_crf30.mp4,tier3,1,1.0,0.128261849284172,True,9,0.83001708984375,72,0.9646661994589758,30,7614120408689822984_clip0001_t00008
7638262561955269889_clip0001_t00004_crf30,7638262561955269889,4.61,15.71,11.1,1.0,1.0,20.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7638262561955269889_clip0001_t00004_crf30.mp4,tier3,1,1.0,0.0105107966810464,True,9,0.7267926335334778,73,0.6204915405500748,30,7638262561955269889_clip0001_t00004
u4AumpXc-qc_clip0008_t00059_crf30,u4AumpXc-qc,59.746,62.942,3.196,1.0,1.0,15.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\u4AumpXc-qc_clip0008_t00059_crf30.mp4,tier1,1,1.0,0.0269229281693696,True,9,0.7911349534988403,74,0.6772781459571824,30,u4AumpXc-qc_clip0008_t00059
7636689448880721173_clip0004_t00022_crf40,7636689448880721173,22.85,28.478,5.628,1.0,1.0,8.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7636689448880721173_clip0004_t00022_crf40.mp4,tier3,1,1.0,0.0118544353172183,True,9,0.6835023164749146,76,0.6165715346138214,40,7636689448880721173_clip0004_t00022
7636689448880721173_clip0008_t00048_crf35,7636689448880721173,48.386,55.582,7.196,1.0,1.0,8.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7636689448880721173_clip0008_t00048_crf35.mp4,tier3,1,1.0,0.0245741941034793,True,9,0.4900508522987366,76,0.6176438895836729,35,7636689448880721173_clip0008_t00048
7636689448880721173_clip0016_t00115_crf23,7636689448880721173,115.522,117.694,2.172,1.0,1.0,6.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7636689448880721173_clip0016_t00115_crf23.mp4,tier3,1,1.0,0.0105750961229205,True,9,0.5119348764419556,76,0.5827534595467749,23,7636689448880721173_clip0016_t00115
F1JQOFSjVZg_clip0039_t00438_crf23,F1JQOFSjVZg,438.402,441.63,3.228,1.0,1.0,12.93,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\F1JQOFSjVZg_clip0039_t00438_crf23.mp4,tier1,1,1.0,0.0137765817344188,True,9,0.4744237661361694,83,0.584996207430435,23,F1JQOFSjVZg_clip0039_t00438
z0ZM1kEnmJI_clip0009_t00189_crf23,z0ZM1kEnmJI,189.186,194.186,5.0,1.0,1.0,4.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\z0ZM1kEnmJI_clip0009_t00189_crf23.mp4,tier1,1,1.0,0.0147065930068492,True,9,0.9214816689491272,85,0.6664632366242844,23,z0ZM1kEnmJI_clip0009_t00189
MpVfVbPdmis_clip0042_t00533_crf23,MpVfVbPdmis,533.186,544.094,10.908,0.909,1.0,4.79,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\MpVfVbPdmis_clip0042_t00533_crf23.mp4,tier1,1,0.8888888888888888,0.0116178570315241,True,9,0.3290011286735534,87,0.5010700235324174,23,MpVfVbPdmis_clip0042_t00533
g6hBKVh_7Pk_clip0089_t00874_crf30,g6hBKVh_7Pk,874.114,879.114,5.0,1.0,1.0,4.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\g6hBKVh_7Pk_clip0089_t00874_crf30.mp4,tier1,1,1.0,0.0666457116603851,True,9,0.8692294359207153,89,0.8010201731167863,30,g6hBKVh_7Pk_clip0089_t00874
g6hBKVh_7Pk_clip0090_t00878_crf30,g6hBKVh_7Pk,878.114,883.114,5.0,1.0,1.0,4.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\g6hBKVh_7Pk_clip0090_t00878_crf30.mp4,tier1,1,1.0,0.0677361115813255,True,9,0.8941152095794678,89,0.8084302263551043,30,g6hBKVh_7Pk_clip0090_t00878
7636020413188934919_clip0002_t00153_crf40,7636020413188934919,153.73,159.23,5.5,0.833,1.0,1.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7636020413188934919_clip0002_t00153_crf40.mp4,tier3,1,0.8888888888888888,0.0128595121204853,True,9,0.6527227759361267,90,0.5616345238746907,40,7636020413188934919_clip0002_t00153
2A2WBpeuVNw_clip0012_t00263_crf30,2A2WBpeuVNw,263.746,265.95,2.204,1.0,1.0,5.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\2A2WBpeuVNw_clip0012_t00263_crf30.mp4,tier1,1,1.0,0.0431582815945148,True,9,0.8803916573524475,92,0.7379720501380803,30,2A2WBpeuVNw_clip0012_t00263
2A2WBpeuVNw_clip0039_t00512_crf30,2A2WBpeuVNw,512.962,515.774,2.812,1.0,1.0,6.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\2A2WBpeuVNw_clip0039_t00512_crf30.mp4,tier1,1,1.0,0.0364123731851577,True,9,0.8402241468429565,92,0.7122096357082118,30,2A2WBpeuVNw_clip0039_t00512
AJ7t8LnesSA_clip0012_t00289_crf30,AJ7t8LnesSA,289.026,292.99,3.964,1.0,1.0,2.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\AJ7t8LnesSA_clip0012_t00289_crf30.mp4,tier2,1,1.0,0.0377153754234313,True,9,0.3802638649940491,96,0.6346471462692272,30,AJ7t8LnesSA_clip0012_t00289
aArTJcMMmTw_clip0017_t00310_crf35,aArTJcMMmTw,310.658,315.678,5.02,1.0,1.0,3.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\aArTJcMMmTw_clip0017_t00310_crf35.mp4,tier1,1,1.0,0.0387053005397319,True,9,0.94301438331604,99,0.7366963729373309,35,aArTJcMMmTw_clip0017_t00310
aArTJcMMmTw_clip0020_t00325_crf30,aArTJcMMmTw,325.666,329.118,3.452,1.0,1.0,1.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\aArTJcMMmTw_clip0020_t00325_crf30.mp4,tier1,1,1.0,0.0674266219139099,True,9,0.9208568930625916,99,0.812292617371311,30,aArTJcMMmTw_clip0020_t00325
FufWLL1IIrQ_clip0048_t00281_crf23,FufWLL1IIrQ,281.186,283.23,2.044,1.0,1.0,1.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\FufWLL1IIrQ_clip0048_t00281_crf23.mp4,tier2,1,1.0,0.0356439240276813,True,9,0.9870583415031432,100,0.7359943307075507,23,FufWLL1IIrQ_clip0048_t00281
EMFwAo7a4rg_clip0014_t00311_crf35,EMFwAo7a4rg,311.778,316.778,5.0,1.0,1.0,5.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\EMFwAo7a4rg_clip0014_t00311_crf35.mp4,tier1,1,1.0,0.0108066517859697,True,9,0.3776675462722778,101,0.5597002174226976,35,EMFwAo7a4rg_clip0014_t00311
EMFwAo7a4rg_clip0031_t00573_crf35,EMFwAo7a4rg,573.762,578.762,5.0,1.0,1.0,5.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\EMFwAo7a4rg_clip0031_t00573_crf35.mp4,tier1,1,1.0,0.0295451804995536,True,9,0.6986950635910034,101,0.6682241456605142,35,EMFwAo7a4rg_clip0031_t00573
qh78i88JEiU_clip0042_t00484_crf40,qh78i88JEiU,484.226,486.814,2.588,1.0,1.0,-1.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\qh78i88JEiU_clip0042_t00484_crf40.mp4,tier1,1,1.0,0.074808582663536,True,9,0.9331802725791932,104,0.8349020823331526,40,qh78i88JEiU_clip0042_t00484
7MhLFqIwNmE_clip0005_t00049_crf23,7MhLFqIwNmE,49.73,53.182,3.452,1.0,1.0,11.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7MhLFqIwNmE_clip0005_t00049_crf23.mp4,tier1,1,1.0,0.0401845872402191,True,9,0.9281235933303832,112,0.7381635493528558,23,7MhLFqIwNmE_clip0005_t00049
l9jY99iqS48_clip0043_t00273_crf23,l9jY99iqS48,273.474,279.934,6.46,1.0,1.0,14.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\l9jY99iqS48_clip0043_t00273_crf23.mp4,tier1,1,1.0,0.0206118505448102,True,9,0.8856706619262695,113,0.6764905868118516,23,l9jY99iqS48_clip0043_t00273
tzfOPG9WhJ0_clip0056_t00362_crf30,tzfOPG9WhJ0,362.786,367.786,5.0,1.0,1.0,8.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\tzfOPG9WhJ0_clip0056_t00362_crf30.mp4,tier1,1,1.0,0.0518803596496582,True,9,0.8677341938018799,113,0.7598828450582646,30,tzfOPG9WhJ0_clip0056_t00362
yWNpIJu2PsI_clip0062_t00394_crf40,yWNpIJu2PsI,394.85,397.63,2.78,1.0,1.0,15.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\yWNpIJu2PsI_clip0062_t00394_crf40.mp4,tier1,1,1.0,0.0425331592559814,True,9,0.8942009806632996,113,0.7386785252801278,40,yWNpIJu2PsI_clip0062_t00394
yWNpIJu2PsI_clip0117_t00720_crf40,yWNpIJu2PsI,720.802,727.038,6.236,1.0,1.0,16.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\yWNpIJu2PsI_clip0117_t00720_crf40.mp4,tier1,1,1.0,0.0420566983520984,True,9,0.846950113773346,113,0.7290211974677216,40,yWNpIJu2PsI_clip0117_t00720
g6hBKVh_7Pk_clip0033_t00262_crf23,g6hBKVh_7Pk,262.466,267.466,5.0,1.0,1.0,6.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\g6hBKVh_7Pk_clip0033_t00262_crf23.mp4,tier1,1,1.0,0.0225711241364479,True,9,0.509776771068573,114,0.6155800338408155,23,g6hBKVh_7Pk_clip0033_t00262
Xigg3vUV2Gw_clip0010_t00102_crf40,Xigg3vUV2Gw,102.786,104.798,2.012,1.0,1.0,13.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Xigg3vUV2Gw_clip0010_t00102_crf40.mp4,tier1,1,1.0,0.0249654352664947,True,9,0.9599742889404296,115,0.7016545890415066,40,Xigg3vUV2Gw_clip0010_t00102
2A2WBpeuVNw_clip0016_t00294_crf23,2A2WBpeuVNw,294.562,298.91,4.348,1.0,1.0,6.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\2A2WBpeuVNw_clip0016_t00294_crf23.mp4,tier1,1,1.0,0.0350592955946922,True,9,0.6718334555625916,116,0.678748040662195,23,2A2WBpeuVNw_clip0016_t00294
2A2WBpeuVNw_clip0040_t00515_crf40,2A2WBpeuVNw,515.874,519.39,3.516,1.0,1.0,6.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\2A2WBpeuVNw_clip0040_t00515_crf40.mp4,tier1,1,1.0,0.0383766032755374,True,9,0.5788472294807434,116,0.6715216809974892,40,2A2WBpeuVNw_clip0040_t00515
TfkrTFbzafQ_clip0020_t00124_crf23,TfkrTFbzafQ,124.546,129.546,5.0,1.0,1.0,-2.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\TfkrTFbzafQ_clip0020_t00124_crf23.mp4,tier2,1,1.0,0.0101472968235611,True,9,0.8525571823120117,120,0.6416790437930058,23,TfkrTFbzafQ_clip0020_t00124
TfkrTFbzafQ_clip0026_t00149_crf40,TfkrTFbzafQ,149.666,154.666,5.0,1.0,1.0,-3.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\TfkrTFbzafQ_clip0026_t00149_crf40.mp4,tier2,1,1.0,0.0100014582276344,True,9,0.8377136588096619,120,0.6386558879259217,40,TfkrTFbzafQ_clip0026_t00149
