clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id,url,title,channel,program_id,episode_id,canonical_source_id
3lHEAWJhKe8_s0000192226_e0000197226,3lHEAWJhKe8,192.226,197.226,5.0,1.0,1.0,18.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000192226_e0000197226.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000196226_e0000201226,3lHEAWJhKe8,196.226,201.226,5.0,1.0,1.0,19.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000196226_e0000201226.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000200226_e0000205226,3lHEAWJhKe8,200.226,205.226,5.0,1.0,1.0,19.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000200226_e0000205226.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000204226_e0000207038,3lHEAWJhKe8,204.226,207.038,2.812,1.0,1.0,20.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000204226_e0000207038.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000209026_e0000214026,3lHEAWJhKe8,209.026,214.026,5.0,1.0,1.0,19.23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000209026_e0000214026.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000213026_e0000218026,3lHEAWJhKe8,213.026,218.026,5.0,1.0,1.0,18.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000213026_e0000218026.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000217026_e0000222026,3lHEAWJhKe8,217.026,222.026,5.0,1.0,1.0,18.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000217026_e0000222026.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000223170_e0000226046,3lHEAWJhKe8,223.17,226.046,2.876,1.0,1.0,18.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000223170_e0000226046.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000226242_e0000230974,3lHEAWJhKe8,226.242,230.974,4.732,1.0,1.0,20.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000226242_e0000230974.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000231522_e0000234110,3lHEAWJhKe8,231.522,234.11,2.588,1.0,1.0,19.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000231522_e0000234110.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000234402_e0000240062,3lHEAWJhKe8,234.402,240.062,5.66,1.0,1.0,17.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000234402_e0000240062.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000240290_e0000245290,3lHEAWJhKe8,240.29,245.29,5.0,1.0,1.0,18.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000240290_e0000245290.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000244290_e0000249290,3lHEAWJhKe8,244.29,249.29,5.0,1.0,1.0,18.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000244290_e0000249290.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000248290_e0000253290,3lHEAWJhKe8,248.29,253.29,5.0,1.0,1.0,18.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000248290_e0000253290.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000252290_e0000257290,3lHEAWJhKe8,252.29,257.29,5.0,1.0,1.0,17.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000252290_e0000257290.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000256290_e0000261290,3lHEAWJhKe8,256.29,261.29,5.0,1.0,1.0,21.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000256290_e0000261290.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000260290_e0000265290,3lHEAWJhKe8,260.29,265.29,5.0,1.0,1.0,19.79,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000260290_e0000265290.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000270850_e0000275850,3lHEAWJhKe8,270.85,275.85,5.0,1.0,1.0,18.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000270850_e0000275850.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000274850_e0000279850,3lHEAWJhKe8,274.85,279.85,5.0,1.0,1.0,15.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000274850_e0000279850.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000278850_e0000283486,3lHEAWJhKe8,278.85,283.486,4.636,1.0,1.0,18.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000278850_e0000283486.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000283874_e0000295678,3lHEAWJhKe8,283.874,295.678,11.804,1.0,1.0,17.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000283874_e0000295678.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000295810_e0000301246,3lHEAWJhKe8,295.81,301.246,5.436,1.0,1.0,18.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000295810_e0000301246.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000301474_e0000303838,3lHEAWJhKe8,301.474,303.838,2.364,1.0,1.0,19.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000301474_e0000303838.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000304354_e0000308734,3lHEAWJhKe8,304.354,308.734,4.38,1.0,1.0,18.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000304354_e0000308734.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000310082_e0000313342,3lHEAWJhKe8,310.082,313.342,3.26,1.0,1.0,20.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000310082_e0000313342.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000314050_e0000317086,3lHEAWJhKe8,314.05,317.086,3.036,1.0,1.0,21.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000314050_e0000317086.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000318498_e0000329854,3lHEAWJhKe8,318.498,329.854,11.356,1.0,1.0,19.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000318498_e0000329854.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000338050_e0000341182,3lHEAWJhKe8,338.05,341.182,3.132,1.0,1.0,19.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000338050_e0000341182.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000342882_e0000351166,3lHEAWJhKe8,342.882,351.166,8.284,1.0,1.0,18.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000342882_e0000351166.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000351330_e0000361374,3lHEAWJhKe8,351.33,361.374,10.044,1.0,1.0,20.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000351330_e0000361374.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000361730_e0000366730,3lHEAWJhKe8,361.73,366.73,5.0,1.0,1.0,20.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000361730_e0000366730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000365730_e0000370730,3lHEAWJhKe8,365.73,370.73,5.0,1.0,1.0,17.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000365730_e0000370730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000369730_e0000374730,3lHEAWJhKe8,369.73,374.73,5.0,1.0,1.0,19.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000369730_e0000374730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000373730_e0000378730,3lHEAWJhKe8,373.73,378.73,5.0,1.0,1.0,19.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000373730_e0000378730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000377730_e0000382730,3lHEAWJhKe8,377.73,382.73,5.0,1.0,1.0,19.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000377730_e0000382730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000381730_e0000386730,3lHEAWJhKe8,381.73,386.73,5.0,1.0,1.0,17.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000381730_e0000386730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000385730_e0000390730,3lHEAWJhKe8,385.73,390.73,5.0,1.0,1.0,16.99,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000385730_e0000390730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000389730_e0000394730,3lHEAWJhKe8,389.73,394.73,5.0,1.0,1.0,18.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000389730_e0000394730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000393730_e0000398730,3lHEAWJhKe8,393.73,398.73,5.0,1.0,1.0,18.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000393730_e0000398730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000397730_e0000402730,3lHEAWJhKe8,397.73,402.73,5.0,1.0,1.0,18.23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000397730_e0000402730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000406434_e0000409726,3lHEAWJhKe8,406.434,409.726,3.292,1.0,1.0,20.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000406434_e0000409726.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000409922_e0000414206,3lHEAWJhKe8,409.922,414.206,4.284,1.0,1.0,21.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000409922_e0000414206.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000414850_e0000426622,3lHEAWJhKe8,414.85,426.622,11.772,1.0,1.0,18.87,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000414850_e0000426622.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000426754_e0000428862,3lHEAWJhKe8,426.754,428.862,2.108,1.0,1.0,18.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000426754_e0000428862.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000429154_e0000439550,3lHEAWJhKe8,429.154,439.55,10.396,1.0,1.0,18.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000429154_e0000439550.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000441282_e0000452766,3lHEAWJhKe8,441.282,452.766,11.484,1.0,1.0,18.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000441282_e0000452766.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000455202_e0000460202,3lHEAWJhKe8,455.202,460.202,5.0,1.0,1.0,19.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000455202_e0000460202.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000459202_e0000464202,3lHEAWJhKe8,459.202,464.202,5.0,1.0,1.0,18.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000459202_e0000464202.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000463202_e0000468202,3lHEAWJhKe8,463.202,468.202,5.0,1.0,1.0,19.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000463202_e0000468202.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000474722_e0000485918,3lHEAWJhKe8,474.722,485.918,11.196,1.0,1.0,19.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000474722_e0000485918.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000487874_e0000490558,3lHEAWJhKe8,487.874,490.558,2.684,1.0,1.0,19.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000487874_e0000490558.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
3lHEAWJhKe8_s0000490882_e0000498270,3lHEAWJhKe8,490.882,498.27,7.388,1.0,1.0,17.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\3lHEAWJhKe8_s0000490882_e0000498270.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,
5CNS_gaH16c_s0000003074_e0000006174,5CNS_gaH16c,3.074,6.174,3.1,1.0,1.0,15.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000003074_e0000006174.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000006530_e0000014014,5CNS_gaH16c,6.53,14.014,7.484,1.0,1.0,14.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000006530_e0000014014.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000015202_e0000020958,5CNS_gaH16c,15.202,20.958,5.756,1.0,1.0,12.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000015202_e0000020958.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000021186_e0000029086,5CNS_gaH16c,21.186,29.086,7.9,1.0,1.0,13.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000021186_e0000029086.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000029282_e0000034622,5CNS_gaH16c,29.282,34.622,5.34,1.0,1.0,13.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000029282_e0000034622.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000036834_e0000039806,5CNS_gaH16c,36.834,39.806,2.972,1.0,1.0,17.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000036834_e0000039806.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000039938_e0000049406,5CNS_gaH16c,39.938,49.406,9.468,1.0,1.0,14.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000039938_e0000049406.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000050690_e0000057438,5CNS_gaH16c,50.69,57.438,6.748,1.0,1.0,14.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000050690_e0000057438.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000057698_e0000059934,5CNS_gaH16c,57.698,59.934,2.236,1.0,1.0,15.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000057698_e0000059934.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000063426_e0000073054,5CNS_gaH16c,63.426,73.054,9.628,1.0,1.0,16.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000063426_e0000073054.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000073506_e0000077918,5CNS_gaH16c,73.506,77.918,4.412,1.0,1.0,15.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000073506_e0000077918.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000078018_e0000084510,5CNS_gaH16c,78.018,84.51,6.492,1.0,1.0,15.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000078018_e0000084510.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000088450_e0000092542,5CNS_gaH16c,88.45,92.542,4.092,1.0,1.0,13.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000088450_e0000092542.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000107138_e0000109374,5CNS_gaH16c,107.138,109.374,2.236,1.0,1.0,15.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000107138_e0000109374.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000109794_e0000112094,5CNS_gaH16c,109.794,112.094,2.3,1.0,1.0,13.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000109794_e0000112094.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000131746_e0000139806,5CNS_gaH16c,131.746,139.806,8.06,1.0,1.0,16.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000131746_e0000139806.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000141954_e0000144542,5CNS_gaH16c,141.954,144.542,2.588,1.0,1.0,14.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000141954_e0000144542.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000144738_e0000147486,5CNS_gaH16c,144.738,147.486,2.748,1.0,1.0,14.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000144738_e0000147486.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
5CNS_gaH16c_s0000149954_e0000160350,5CNS_gaH16c,149.954,160.35,10.396,1.0,1.0,14.33,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\5CNS_gaH16c_s0000149954_e0000160350.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,
