clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id,url,title,channel,program_id,episode_id,canonical_source_id,decision
71HzPcvxNJM_s0000181250_e0000184606,71HzPcvxNJM,181.25,184.606,3.356,1.0,1.0,14.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000181250_e0000184606.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000205090_e0000210090,71HzPcvxNJM,205.09,210.09,5.0,1.0,1.0,14.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000205090_e0000210090.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000219042_e0000221150,71HzPcvxNJM,219.042,221.15,2.108,1.0,1.0,14.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000219042_e0000221150.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000239522_e0000241534,71HzPcvxNJM,239.522,241.534,2.012,1.0,1.0,12.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000239522_e0000241534.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000241858_e0000244766,71HzPcvxNJM,241.858,244.766,2.908,1.0,1.0,17.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000241858_e0000244766.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000286210_e0000289374,71HzPcvxNJM,286.21,289.374,3.164,1.0,1.0,14.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000286210_e0000289374.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000291074_e0000293150,71HzPcvxNJM,291.074,293.15,2.076,1.0,1.0,14.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000291074_e0000293150.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000325666_e0000332766,71HzPcvxNJM,325.666,332.766,7.1,1.0,1.0,14.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000325666_e0000332766.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000332930_e0000335838,71HzPcvxNJM,332.93,335.838,2.908,1.0,1.0,15.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000332930_e0000335838.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000348738_e0000353738,71HzPcvxNJM,348.738,353.738,5.0,1.0,1.0,16.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000348738_e0000353738.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000356738_e0000361406,71HzPcvxNJM,356.738,361.406,4.668,1.0,1.0,14.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000356738_e0000361406.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000361762_e0000363806,71HzPcvxNJM,361.762,363.806,2.044,1.0,1.0,18.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000361762_e0000363806.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000364418_e0000366494,71HzPcvxNJM,364.418,366.494,2.076,1.0,1.0,17.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000364418_e0000366494.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000377890_e0000382078,71HzPcvxNJM,377.89,382.078,4.188,1.0,1.0,13.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000377890_e0000382078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000386722_e0000391722,71HzPcvxNJM,386.722,391.722,5.0,1.0,1.0,12.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000386722_e0000391722.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000390722_e0000395722,71HzPcvxNJM,390.722,395.722,5.0,1.0,1.0,13.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000390722_e0000395722.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000398402_e0000402846,71HzPcvxNJM,398.402,402.846,4.444,1.0,1.0,15.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000398402_e0000402846.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000402946_e0000408030,71HzPcvxNJM,402.946,408.03,5.084,1.0,1.0,13.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000402946_e0000408030.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000410082_e0000416670,71HzPcvxNJM,410.082,416.67,6.588,1.0,1.0,13.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000410082_e0000416670.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000416930_e0000422078,71HzPcvxNJM,416.93,422.078,5.148,1.0,1.0,11.73,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000416930_e0000422078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000423362_e0000427326,71HzPcvxNJM,423.362,427.326,3.964,1.0,1.0,12.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000423362_e0000427326.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000437506_e0000442622,71HzPcvxNJM,437.506,442.622,5.116,1.0,1.0,13.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000437506_e0000442622.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000444066_e0000446142,71HzPcvxNJM,444.066,446.142,2.076,1.0,1.0,16.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000444066_e0000446142.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000446274_e0000452478,71HzPcvxNJM,446.274,452.478,6.204,1.0,1.0,12.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000446274_e0000452478.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000452578_e0000460862,71HzPcvxNJM,452.578,460.862,8.284,1.0,1.0,10.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000452578_e0000460862.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000471330_e0000481054,71HzPcvxNJM,471.33,481.054,9.724,1.0,1.0,12.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000471330_e0000481054.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000482530_e0000485214,71HzPcvxNJM,482.53,485.214,2.684,1.0,1.0,12.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000482530_e0000485214.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000488322_e0000493982,71HzPcvxNJM,488.322,493.982,5.66,1.0,1.0,16.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000488322_e0000493982.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000514946_e0000520318,71HzPcvxNJM,514.946,520.318,5.372,1.0,1.0,15.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000514946_e0000520318.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000529570_e0000536350,71HzPcvxNJM,529.57,536.35,6.78,1.0,1.0,14.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000529570_e0000536350.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000553378_e0000558878,71HzPcvxNJM,553.378,558.878,5.5,1.0,1.0,13.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000553378_e0000558878.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000558978_e0000561022,71HzPcvxNJM,558.978,561.022,2.044,1.0,1.0,14.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000558978_e0000561022.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000561506_e0000564286,71HzPcvxNJM,561.506,564.286,2.78,1.0,1.0,14.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000561506_e0000564286.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000618466_e0000622590,71HzPcvxNJM,618.466,622.59,4.124,1.0,1.0,15.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000618466_e0000622590.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000629442_e0000631774,71HzPcvxNJM,629.442,631.774,2.332,1.0,1.0,10.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000629442_e0000631774.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000695842_e0000698046,71HzPcvxNJM,695.842,698.046,2.204,1.0,1.0,15.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000695842_e0000698046.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000698370_e0000703006,71HzPcvxNJM,698.37,703.006,4.636,1.0,1.0,13.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000698370_e0000703006.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000705442_e0000709470,71HzPcvxNJM,705.442,709.47,4.028,1.0,1.0,13.77,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000705442_e0000709470.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000713538_e0000716638,71HzPcvxNJM,713.538,716.638,3.1,1.0,1.0,9.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000713538_e0000716638.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000724802_e0000728414,71HzPcvxNJM,724.802,728.414,3.612,1.0,1.0,12.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000724802_e0000728414.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000735074_e0000738078,71HzPcvxNJM,735.074,738.078,3.004,1.0,1.0,15.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000735074_e0000738078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000738338_e0000742622,71HzPcvxNJM,738.338,742.622,4.284,1.0,1.0,13.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000738338_e0000742622.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000742786_e0000746750,71HzPcvxNJM,742.786,746.75,3.964,1.0,1.0,11.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000742786_e0000746750.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000746978_e0000750014,71HzPcvxNJM,746.978,750.014,3.036,1.0,1.0,12.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000746978_e0000750014.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000750658_e0000758846,71HzPcvxNJM,750.658,758.846,8.188,1.0,1.0,13.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000750658_e0000758846.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000759010_e0000762590,71HzPcvxNJM,759.01,762.59,3.58,1.0,1.0,15.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000759010_e0000762590.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000781314_e0000784606,71HzPcvxNJM,781.314,784.606,3.292,1.0,1.0,16.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000781314_e0000784606.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
71HzPcvxNJM_s0000809698_e0000812990,71HzPcvxNJM,809.698,812.99,3.292,1.0,1.0,13.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\71HzPcvxNJM_s0000809698_e0000812990.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,keep
7mvfCSW4SLw_s0000003682_e0000009470,7mvfCSW4SLw,3.682,9.47,5.788,1.0,1.0,18.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000003682_e0000009470.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000009570_e0000012094,7mvfCSW4SLw,9.57,12.094,2.524,1.0,1.0,18.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000009570_e0000012094.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000012482_e0000019262,7mvfCSW4SLw,12.482,19.262,6.78,1.0,1.0,16.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000012482_e0000019262.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000019362_e0000024362,7mvfCSW4SLw,19.362,24.362,5.0,1.0,1.0,19.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000019362_e0000024362.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000027362_e0000032362,7mvfCSW4SLw,27.362,32.362,5.0,1.0,1.0,18.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000027362_e0000032362.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000031362_e0000034110,7mvfCSW4SLw,31.362,34.11,2.748,1.0,1.0,16.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000031362_e0000034110.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000045314_e0000047486,7mvfCSW4SLw,45.314,47.486,2.172,1.0,1.0,18.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000045314_e0000047486.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000090498_e0000098654,7mvfCSW4SLw,90.498,98.654,8.156,1.0,1.0,17.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000090498_e0000098654.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000098786_e0000101118,7mvfCSW4SLw,98.786,101.118,2.332,1.0,1.0,18.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000098786_e0000101118.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000105058_e0000114526,7mvfCSW4SLw,105.058,114.526,9.468,1.0,1.0,16.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000105058_e0000114526.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000115426_e0000119806,7mvfCSW4SLw,115.426,119.806,4.38,1.0,1.0,18.96,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000115426_e0000119806.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000119938_e0000126622,7mvfCSW4SLw,119.938,126.622,6.684,1.0,1.0,18.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000119938_e0000126622.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000141826_e0000146826,7mvfCSW4SLw,141.826,146.826,5.0,1.0,1.0,14.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000141826_e0000146826.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000145826_e0000150826,7mvfCSW4SLw,145.826,150.826,5.0,1.0,1.0,17.33,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000145826_e0000150826.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000151394_e0000153534,7mvfCSW4SLw,151.394,153.534,2.14,1.0,1.0,17.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000151394_e0000153534.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000155042_e0000160222,7mvfCSW4SLw,155.042,160.222,5.18,1.0,1.0,15.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000155042_e0000160222.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000167938_e0000172094,7mvfCSW4SLw,167.938,172.094,4.156,1.0,1.0,17.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000167938_e0000172094.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000172290_e0000175422,7mvfCSW4SLw,172.29,175.422,3.132,1.0,1.0,18.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000172290_e0000175422.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000179106_e0000182334,7mvfCSW4SLw,179.106,182.334,3.228,1.0,1.0,17.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000179106_e0000182334.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000192738_e0000200254,7mvfCSW4SLw,192.738,200.254,7.516,1.0,1.0,16.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000192738_e0000200254.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000200418_e0000203934,7mvfCSW4SLw,200.418,203.934,3.516,1.0,1.0,12.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000200418_e0000203934.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000212802_e0000214942,7mvfCSW4SLw,212.802,214.942,2.14,1.0,1.0,14.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000212802_e0000214942.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
7mvfCSW4SLw_s0000215362_e0000224030,7mvfCSW4SLw,215.362,224.03,8.668,1.0,1.0,13.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\7mvfCSW4SLw_s0000215362_e0000224030.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,keep
