clip_id,feature_path,label,method,speaker_id,t_mouth,t_w2v,t_prosody,status
7URysGbqZ1w_clip0013_t00085_crf30,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0013_t00085_crf30.pt,0,real,495,72,142,282,ok
7URysGbqZ1w_clip0018_t00112_crf40,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0018_t00112_crf40.pt,0,real,495,82,163,324,ok
7URysGbqZ1w_clip0034_t00199_crf40,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0034_t00199_crf40.pt,0,real,495,92,182,361,ok
7URysGbqZ1w_clip0047_t00271_crf23,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0047_t00271_crf23.pt,0,real,495,148,294,586,ok
7URysGbqZ1w_clip0053_t00309_crf23,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0053_t00309_crf23.pt,0,real,495,66,130,259,ok
7URysGbqZ1w_clip0079_t00467_crf23,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0079_t00467_crf23.pt,0,real,495,65,129,257,ok
mHTLamr-Zqk_clip0037_t00383_crf30,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0037_t00383_crf30.pt,0,real,505,64,128,254,ok
CklYiLA4DZc_clip0018_t00335_crf30,archive/pilot_v1/04_features_pilot\CklYiLA4DZc_clip0018_t00335_crf30.pt,0,real,506,97,193,384,ok
7630694439006080277_clip0000_t00018_crf30,archive/pilot_v1/04_features_pilot\7630694439006080277_clip0000_t00018_crf30.pt,0,real,507,83,164,326,ok
MpVfVbPdmis_clip0063_t00770_crf40,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0063_t00770_crf40.pt,0,real,513,54,107,212,ok
MpVfVbPdmis_clip0064_t00772_crf23,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0064_t00772_crf23.pt,0,real,513,71,141,280,ok
MpVfVbPdmis_clip0065_t00775_crf23,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0065_t00775_crf23.pt,0,real,513,120,240,477,ok
9fvi4IXr6rQ_clip0067_t00615_crf30,archive/pilot_v1/04_features_pilot\9fvi4IXr6rQ_clip0067_t00615_crf30.pt,0,real,514,168,336,670,ok
0PsGwmgAI-k_clip0031_t00700_crf30,archive/pilot_v1/04_features_pilot\0PsGwmgAI-k_clip0031_t00700_crf30.pt,0,real,517,125,250,498,ok
0wOdyRpc0wc_clip0015_t00145_crf30,archive/pilot_v1/04_features_pilot\0wOdyRpc0wc_clip0015_t00145_crf30.pt,0,real,520,134,266,531,ok
7604463316362104082_clip0002_t00011_crf30,archive/pilot_v1/04_features_pilot\7604463316362104082_clip0002_t00011_crf30.pt,0,real,525,125,250,498,ok
bhO764uZyDA_clip0069_t00403_crf35,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0069_t00403_crf35.pt,0,real,528,82,163,324,ok
F1JQOFSjVZg_clip0021_t00244_crf40,archive/pilot_v1/04_features_pilot\F1JQOFSjVZg_clip0021_t00244_crf40.pt,0,real,539,63,125,247,ok
WsHg9aCVIw0_clip0025_t00235_crf23,archive/pilot_v1/04_features_pilot\WsHg9aCVIw0_clip0025_t00235_crf23.pt,0,real,544,91,180,359,ok
jInLQAiBlVQ_clip0011_t00276_crf30,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0011_t00276_crf30.pt,0,real,549,94,187,373,ok
7626359347529960724_clip0005_t00032_crf30,archive/pilot_v1/04_features_pilot\7626359347529960724_clip0005_t00032_crf30.pt,0,real,550,81,162,322,ok
3tEN20uif6g_clip0080_t01088_crf40,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0080_t01088_crf40.pt,0,real,557,131,260,519,ok
3tEN20uif6g_clip0084_t01110_crf40,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0084_t01110_crf40.pt,0,real,557,116,231,461,ok
hjEoiiSe0is_clip0043_t00609_crf23,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0043_t00609_crf23.pt,0,real,560,81,162,322,ok
hjEoiiSe0is_clip0044_t00613_crf40,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0044_t00613_crf40.pt,0,real,560,60,120,238,ok
hjEoiiSe0is_clip0045_t00615_crf30,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0045_t00615_crf30.pt,0,real,560,80,159,317,ok
0wOdyRpc0wc_clip0032_t00281_crf23,archive/pilot_v1/04_features_pilot\0wOdyRpc0wc_clip0032_t00281_crf23.pt,0,real,579,125,250,498,ok
0-fu0N-npmg_clip0028_t00336_crf35,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0028_t00336_crf35.pt,0,real,580,100,198,394,ok
b9_oesdIz-M_clip0073_t00732_crf30,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0073_t00732_crf30.pt,0,real,590,160,320,637,ok
7624919664694398229_clip0000_t00045_crf40,archive/pilot_v1/04_features_pilot\7624919664694398229_clip0000_t00045_crf40.pt,0,real,597,64,128,254,ok
FufWLL1IIrQ_clip0057_t00370_crf23,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0057_t00370_crf23.pt,0,real,618,189,375,749,ok
FufWLL1IIrQ_clip0058_t00378_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0058_t00378_crf35.pt,0,real,618,129,256,510,ok
FufWLL1IIrQ_clip0061_t00396_crf23,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0061_t00396_crf23.pt,0,real,618,99,197,391,ok
FufWLL1IIrQ_clip0062_t00402_crf30,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0062_t00402_crf30.pt,0,real,618,84,168,333,ok
gHsxuixSqz0_clip0022_t00229_crf40,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0022_t00229_crf40.pt,0,real,624,125,250,498,ok
_UEZaDjz02I_clip0028_t00315_crf40,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0028_t00315_crf40.pt,0,real,628,68,134,266,ok
I-uqcg6HtaQ_clip0074_t00854_crf40,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0074_t00854_crf40.pt,0,real,629,98,194,387,ok
qh78i88JEiU_clip0036_t00416_crf40,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0036_t00416_crf40.pt,0,real,637,100,200,398,ok
qh78i88JEiU_clip0038_t00428_crf40,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0038_t00428_crf40.pt,0,real,637,159,316,630,ok
0-fu0N-npmg_clip0009_t00123_crf30,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0009_t00123_crf30.pt,0,real,652,84,168,333,ok
b9_oesdIz-M_clip0082_t00799_crf30,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0082_t00799_crf30.pt,0,real,666,52,104,205,ok
CHkaAtJLN3E_clip0048_t00758_crf40,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0048_t00758_crf40.pt,0,real,667,125,250,498,ok
t6uBz4HwSTg_clip0023_t00428_crf23,archive/pilot_v1/04_features_pilot\t6uBz4HwSTg_clip0023_t00428_crf23.pt,0,real,674,60,120,238,ok
t6uBz4HwSTg_clip0025_t00433_crf40,archive/pilot_v1/04_features_pilot\t6uBz4HwSTg_clip0025_t00433_crf40.pt,0,real,674,155,308,614,ok
wKaFsRX95YY_clip0038_t00468_crf23,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0038_t00468_crf23.pt,0,real,680,60,118,233,ok
usfv-YmWPBs_clip0074_t01146_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0074_t01146_crf35.pt,0,real,684,76,151,301,ok
usfv-YmWPBs_clip0076_t01158_crf40,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0076_t01158_crf40.pt,0,real,684,52,103,203,ok
Wv2KVSy4j3E_clip0059_t00544_crf30,archive/pilot_v1/04_features_pilot\Wv2KVSy4j3E_clip0059_t00544_crf30.pt,0,real,686,56,110,217,ok
MpVfVbPdmis_clip0089_t01026_crf40,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0089_t01026_crf40.pt,0,real,687,125,250,498,ok
jInLQAiBlVQ_clip0039_t00722_crf40,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0039_t00722_crf40.pt,0,real,689,63,126,250,ok
jInLQAiBlVQ_clip0042_t00742_crf35,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0042_t00742_crf35.pt,0,real,689,68,135,268,ok
7634057975606365461_clip0000_t00047_crf35,archive/pilot_v1/04_features_pilot\7634057975606365461_clip0000_t00047_crf35.pt,0,real,703,98,197,391,ok
0rNleOYzisw_clip0034_t00524_crf40,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0034_t00524_crf40.pt,0,real,704,108,215,428,ok
tFTh1jkOT9Q_clip0026_t00451_crf30,archive/pilot_v1/04_features_pilot\tFTh1jkOT9Q_clip0026_t00451_crf30.pt,0,real,722,62,122,243,ok
gHsxuixSqz0_clip0034_t00337_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0034_t00337_crf23.pt,0,real,723,125,250,498,ok
7644036486509153554_clip0003_t00050_crf23,archive/pilot_v1/04_features_pilot\7644036486509153554_clip0003_t00050_crf23.pt,0,real,726,175,349,695,ok
lq_tau31IE0_clip0031_t00642_crf35,archive/pilot_v1/04_features_pilot\lq_tau31IE0_clip0031_t00642_crf35.pt,0,real,728,125,250,498,ok
Xigg3vUV2Gw_clip0046_t00688_crf35,archive/pilot_v1/04_features_pilot\Xigg3vUV2Gw_clip0046_t00688_crf35.pt,0,real,742,99,198,394,ok
gHsxuixSqz0_clip0080_t00844_crf40,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0080_t00844_crf40.pt,0,real,745,151,300,598,ok
Nw3N73GJ2Zo_clip0013_t00265_crf30,archive/pilot_v1/04_features_pilot\Nw3N73GJ2Zo_clip0013_t00265_crf30.pt,0,real,762,125,250,498,ok
UnodrLYWJYI_clip0093_t00965_crf23,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0093_t00965_crf23.pt,0,real,767,168,334,665,ok
CHkaAtJLN3E_clip0003_t00084_crf30,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0003_t00084_crf30.pt,0,real,773,125,250,498,ok
gHsxuixSqz0_clip0071_t00763_crf40,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0071_t00763_crf40.pt,0,real,777,125,250,498,ok
cVabKjWav-Y_clip0011_t00114_crf35,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0011_t00114_crf35.pt,0,real,788,125,249,496,ok
hjEoiiSe0is_clip0050_t00704_crf30,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0050_t00704_crf30.pt,0,real,795,125,250,498,ok
Wv2KVSy4j3E_clip0051_t00429_crf23,archive/pilot_v1/04_features_pilot\Wv2KVSy4j3E_clip0051_t00429_crf23.pt,0,real,798,101,201,401,ok
CHkaAtJLN3E_clip0012_t00142_crf30,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0012_t00142_crf30.pt,0,real,813,56,110,217,ok
I-uqcg6HtaQ_clip0073_t00832_crf23,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0073_t00832_crf23.pt,0,real,815,125,249,496,ok
aArTJcMMmTw_clip0021_t00329_crf35,archive/pilot_v1/04_features_pilot\aArTJcMMmTw_clip0021_t00329_crf35.pt,0,real,819,130,259,517,ok
jInLQAiBlVQ_clip0030_t00571_crf35,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0030_t00571_crf35.pt,0,real,820,209,417,832,ok
mHTLamr-Zqk_clip0070_t00723_crf35,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0070_t00723_crf35.pt,0,real,821,95,188,375,ok
bhO764uZyDA_clip0012_t00051_crf35,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0012_t00051_crf35.pt,0,real,822,93,185,368,ok
bhO764uZyDA_clip0013_t00055_crf23,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0013_t00055_crf23.pt,0,real,822,54,107,212,ok
qh78i88JEiU_clip0019_t00202_crf35,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0019_t00202_crf35.pt,0,real,824,52,104,205,ok
gHsxuixSqz0_clip0072_t00767_crf30,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0072_t00767_crf30.pt,0,real,834,125,250,498,ok
b9_oesdIz-M_clip0077_t00769_crf40,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0077_t00769_crf40.pt,0,real,841,117,234,466,ok
b9_oesdIz-M_clip0081_t00789_crf35,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0081_t00789_crf35.pt,0,real,841,147,293,584,ok
gHsxuixSqz0_clip0053_t00584_crf30,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0053_t00584_crf30.pt,0,real,849,92,184,366,ok
y3vBfCdY2tQ_clip0016_t00220_crf40,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0016_t00220_crf40.pt,0,real,874,80,158,315,ok
jInLQAiBlVQ_clip0035_t00655_crf30,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0035_t00655_crf30.pt,0,real,882,80,159,317,ok
gHsxuixSqz0_clip0007_t00104_crf40,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0007_t00104_crf40.pt,0,real,902,125,250,498,ok
7637490771456707861_clip0002_t00023_crf40,archive/pilot_v1/04_features_pilot\7637490771456707861_clip0002_t00023_crf40.pt,0,real,913,96,190,377,ok
cVabKjWav-Y_clip0002_t00008_crf23,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0002_t00008_crf23.pt,0,real,916,125,250,498,ok
tFTh1jkOT9Q_clip0009_t00158_crf40,archive/pilot_v1/04_features_pilot\tFTh1jkOT9Q_clip0009_t00158_crf40.pt,0,real,920,56,112,222,ok
tFTh1jkOT9Q_clip0017_t00308_crf35,archive/pilot_v1/04_features_pilot\tFTh1jkOT9Q_clip0017_t00308_crf35.pt,0,real,920,93,185,368,ok
mHTLamr-Zqk_clip0025_t00303_crf23,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0025_t00303_crf23.pt,0,real,927,125,250,498,ok
3tEN20uif6g_clip0028_t00357_crf40,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0028_t00357_crf40.pt,0,real,929,51,100,199,ok
MpVfVbPdmis_clip0046_t00582_crf23,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0046_t00582_crf23.pt,0,real,930,213,425,849,ok
CklYiLA4DZc_clip0027_t00471_crf35,archive/pilot_v1/04_features_pilot\CklYiLA4DZc_clip0027_t00471_crf35.pt,0,real,948,72,142,282,ok
CHkaAtJLN3E_clip0068_t00930_crf35,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0068_t00930_crf35.pt,0,real,950,125,250,498,ok
cVabKjWav-Y_clip0010_t00110_crf23,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0010_t00110_crf23.pt,0,real,960,125,250,498,ok
jInLQAiBlVQ_clip0023_t00490_crf30,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0023_t00490_crf30.pt,0,real,971,68,134,266,ok
qwnzKjjauR8_clip0000_t00007_crf23,archive/pilot_v1/04_features_pilot\qwnzKjjauR8_clip0000_t00007_crf23.pt,0,real,989,91,180,359,ok
7635664048813575431_clip0006_t00031_crf35,archive/pilot_v1/04_features_pilot\7635664048813575431_clip0006_t00031_crf35.pt,0,real,1013,188,374,747,ok
7635664048813575431_clip0011_t00057_crf30,archive/pilot_v1/04_features_pilot\7635664048813575431_clip0011_t00057_crf30.pt,0,real,1013,125,250,498,ok
qh78i88JEiU_clip0040_t00454_crf40,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0040_t00454_crf40.pt,0,real,1021,127,252,503,ok
g6hBKVh_7Pk_clip0084_t00830_crf23,archive/pilot_v1/04_features_pilot\g6hBKVh_7Pk_clip0084_t00830_crf23.pt,0,real,1024,94,187,373,ok
wKaFsRX95YY_clip0018_t00192_crf30,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0018_t00192_crf30.pt,0,real,1028,125,250,498,ok
VqcyH3fnubE_clip0018_t00123_crf40,archive/pilot_v1/04_features_pilot\VqcyH3fnubE_clip0018_t00123_crf40.pt,0,real,1034,134,269,535,ok
aArTJcMMmTw_clip0059_t00754_crf23,archive/pilot_v1/04_features_pilot\aArTJcMMmTw_clip0059_t00754_crf23.pt,0,real,1035,125,250,498,ok
0wOdyRpc0wc_clip0003_t00044_crf35,archive/pilot_v1/04_features_pilot\0wOdyRpc0wc_clip0003_t00044_crf35.pt,0,real,1053,139,277,551,ok
wKaFsRX95YY_clip0031_t00373_crf40,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0031_t00373_crf40.pt,0,real,1059,88,175,347,ok
wKaFsRX95YY_clip0033_t00390_crf35,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0033_t00390_crf35.pt,0,real,1059,55,108,215,ok
ijoyJhqD740_clip0015_t00247_crf35,archive/pilot_v1/04_features_pilot\ijoyJhqD740_clip0015_t00247_crf35.pt,0,real,1060,125,250,498,ok
UnodrLYWJYI_clip0083_t00908_crf23,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0083_t00908_crf23.pt,0,real,1067,172,342,681,ok
UnodrLYWJYI_clip0086_t00924_crf40,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0086_t00924_crf40.pt,0,real,1067,171,341,679,ok
_UEZaDjz02I_clip0016_t00192_crf35,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0016_t00192_crf35.pt,0,real,1068,54,107,212,ok
y3vBfCdY2tQ_clip0004_t00135_desyncp15f_crf35,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0004_t00135_desyncp15f_crf35.pt,1,temporal_desync,0,110,190,377,ok
y3vBfCdY2tQ_clip0005_t00139_desyncm3f_crf23,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0005_t00139_desyncm3f_crf23.pt,1,temporal_desync,0,49,99,196,ok
y3vBfCdY2tQ_clip0008_t00156_desyncp15f_crf40,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0008_t00156_desyncp15f_crf40.pt,1,temporal_desync,0,102,173,345,ok
y3vBfCdY2tQ_clip0010_t00164_desyncp3f_crf23,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0010_t00164_desyncp3f_crf23.pt,1,temporal_desync,0,165,324,647,ok
mHTLamr-Zqk_clip0085_t00852_desyncm7f_crf23,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0085_t00852_desyncm7f_crf23.pt,1,temporal_desync,1,174,350,698,ok
mHTLamr-Zqk_clip0087_t00863_desyncp15f_crf23,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0087_t00863_desyncp15f_crf23.pt,1,temporal_desync,1,159,293,584,ok
_adzgpYkn_c_clip0053_t00511_desyncp15f_crf40,archive/pilot_v1/04_features_pilot\_adzgpYkn_c_clip0053_t00511_desyncp15f_crf40.pt,1,temporal_desync,2,105,180,359,ok
_adzgpYkn_c_clip0054_t00516_desyncp15f_crf30,archive/pilot_v1/04_features_pilot\_adzgpYkn_c_clip0054_t00516_desyncp15f_crf30.pt,1,temporal_desync,2,145,259,517,ok
I-uqcg6HtaQ_clip0036_t00317_desyncm3f_crf40,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0036_t00317_desyncm3f_crf40.pt,1,temporal_desync,4,133,266,530,ok
Nw3N73GJ2Zo_clip0068_t00778_desyncm3f_crf23,archive/pilot_v1/04_features_pilot\Nw3N73GJ2Zo_clip0068_t00778_desyncm3f_crf23.pt,1,temporal_desync,5,73,148,293,ok
Xigg3vUV2Gw_clip0001_t00017_desyncm15f_crf23,archive/pilot_v1/04_features_pilot\Xigg3vUV2Gw_clip0001_t00017_desyncm15f_crf23.pt,1,temporal_desync,5,58,116,230,ok
_adzgpYkn_c_clip0044_t00437_desyncm7f_crf30,archive/pilot_v1/04_features_pilot\_adzgpYkn_c_clip0044_t00437_desyncm7f_crf30.pt,1,temporal_desync,5,53,108,215,ok
aArTJcMMmTw_clip0063_t00778_desyncm3f_crf23,archive/pilot_v1/04_features_pilot\aArTJcMMmTw_clip0063_t00778_desyncm3f_crf23.pt,1,temporal_desync,5,121,244,486,ok
R5y53Ud7Fs8_clip0047_t00545_desyncp3f_crf35,archive/pilot_v1/04_features_pilot\R5y53Ud7Fs8_clip0047_t00545_desyncp3f_crf35.pt,1,temporal_desync,6,225,444,886,ok
_UEZaDjz02I_clip0008_t00057_desyncp15f_crf23,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0008_t00057_desyncp15f_crf23.pt,1,temporal_desync,8,52,78,154,ok
_UEZaDjz02I_clip0020_t00214_desyncm15f_crf40,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0020_t00214_desyncm15f_crf40.pt,1,temporal_desync,8,44,90,179,ok
_UEZaDjz02I_clip0021_t00227_desyncm15f_crf23,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0021_t00227_desyncm15f_crf23.pt,1,temporal_desync,8,58,121,239,ok
_UEZaDjz02I_clip0023_t00250_desyncm3f_crf35,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0023_t00250_desyncm3f_crf35.pt,1,temporal_desync,8,91,185,367,ok
_UEZaDjz02I_clip0050_t00525_desyncp3f_crf30,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0050_t00525_desyncp3f_crf30.pt,1,temporal_desync,8,101,197,391,ok
bhO764uZyDA_clip0004_t00018_desyncp3f_crf40,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0004_t00018_desyncp3f_crf40.pt,1,temporal_desync,9,88,171,340,ok
bhO764uZyDA_clip0033_t00173_desyncm7f_crf40,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0033_t00173_desyncm7f_crf40.pt,1,temporal_desync,9,48,98,194,ok
bhO764uZyDA_clip0048_t00245_desyncp15f_crf23,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0048_t00245_desyncp15f_crf23.pt,1,temporal_desync,9,98,171,340,ok
bhO764uZyDA_clip0059_t00334_desyncp3f_crf40,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0059_t00334_desyncp3f_crf40.pt,1,temporal_desync,9,123,240,477,ok
bhO764uZyDA_clip0081_t00510_desyncm3f_crf23,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0081_t00510_desyncm3f_crf23.pt,1,temporal_desync,9,54,113,223,ok
bhO764uZyDA_clip0100_t00615_desyncp15f_crf30,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0100_t00615_desyncp15f_crf30.pt,1,temporal_desync,9,83,140,277,ok
7515427017236450568_clip0002_t00121_desyncp3f_crf30,archive/pilot_v1/04_features_pilot\7515427017236450568_clip0002_t00121_desyncp3f_crf30.pt,1,temporal_desync,10,74,143,284,ok
7542119536678440213_clip0000_t00000_desyncm7f_crf23,archive/pilot_v1/04_features_pilot\7542119536678440213_clip0000_t00000_desyncm7f_crf23.pt,1,temporal_desync,10,81,165,328,ok
7553632924390804757_clip0007_t00094_desyncp7f_crf23,archive/pilot_v1/04_features_pilot\7553632924390804757_clip0007_t00094_desyncp7f_crf23.pt,1,temporal_desync,10,53,94,187,ok
7562167018695167252_clip0000_t00006_desyncm7f_crf23,archive/pilot_v1/04_features_pilot\7562167018695167252_clip0000_t00006_desyncm7f_crf23.pt,1,temporal_desync,10,74,150,298,ok
7577398141863922964_clip0007_t00121_desyncm7f_crf23,archive/pilot_v1/04_features_pilot\7577398141863922964_clip0007_t00121_desyncm7f_crf23.pt,1,temporal_desync,10,118,238,475,ok
7621911689620901141_clip0007_t00086_desyncp3f_crf35,archive/pilot_v1/04_features_pilot\7621911689620901141_clip0007_t00086_desyncp3f_crf35.pt,1,temporal_desync,10,125,245,489,ok
bhO764uZyDA_clip0024_t00107_desyncp15f_crf40,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0024_t00107_desyncp15f_crf40.pt,1,temporal_desync,11,233,442,881,ok
bhO764uZyDA_clip0078_t00487_desyncm3f_crf23,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0078_t00487_desyncm3f_crf23.pt,1,temporal_desync,11,128,260,518,ok
7637494375840337160_clip0009_t00063_desyncm3f_crf40,archive/pilot_v1/04_features_pilot\7637494375840337160_clip0009_t00063_desyncm3f_crf40.pt,1,temporal_desync,13,151,302,602,ok
7637494375840337160_clip0010_t00075_desyncm15f_crf30,archive/pilot_v1/04_features_pilot\7637494375840337160_clip0010_t00075_desyncm15f_crf30.pt,1,temporal_desync,13,105,213,424,ok
7634155950047317268_clip0001_t00049_desyncm3f_crf35,archive/pilot_v1/04_features_pilot\7634155950047317268_clip0001_t00049_desyncm3f_crf35.pt,1,temporal_desync,15,51,103,205,ok
MpVfVbPdmis_clip0100_t01154_desyncm15f_crf30,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0100_t01154_desyncm15f_crf30.pt,1,temporal_desync,16,109,220,438,ok
3tEN20uif6g_clip0051_t00696_desyncm3f_crf40,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0051_t00696_desyncm3f_crf40.pt,1,temporal_desync,18,89,179,356,ok
7527667777037929735_clip0000_t00012_desyncp15f_crf30,archive/pilot_v1/04_features_pilot\7527667777037929735_clip0000_t00012_desyncp15f_crf30.pt,1,temporal_desync,20,62,98,194,ok
7543440536519167240_clip0009_t00081_desyncp15f_crf40,archive/pilot_v1/04_features_pilot\7543440536519167240_clip0009_t00081_desyncp15f_crf40.pt,1,temporal_desync,20,57,89,175,ok
7555909386833546514_clip0000_t00008_desyncp15f_crf23,archive/pilot_v1/04_features_pilot\7555909386833546514_clip0000_t00008_desyncp15f_crf23.pt,1,temporal_desync,20,85,144,287,ok
7555909386833546514_clip0003_t00024_desyncm7f_crf30,archive/pilot_v1/04_features_pilot\7555909386833546514_clip0003_t00024_desyncm7f_crf30.pt,1,temporal_desync,20,44,89,175,ok
7585912681345961224_clip0000_t00000_desyncp7f_crf30,archive/pilot_v1/04_features_pilot\7585912681345961224_clip0000_t00000_desyncp7f_crf30.pt,1,temporal_desync,20,113,208,414,ok
7632328977213902100_clip0001_t00057_desyncm7f_crf23,archive/pilot_v1/04_features_pilot\7632328977213902100_clip0001_t00057_desyncm7f_crf23.pt,1,temporal_desync,20,48,98,194,ok
NqOg7JCnnm0_clip0049_t00240_desyncp7f_crf30,archive/pilot_v1/04_features_pilot\NqOg7JCnnm0_clip0049_t00240_desyncp7f_crf30.pt,1,temporal_desync,21,92,177,352,ok
NqOg7JCnnm0_clip0058_t00286_desyncm15f_crf40,archive/pilot_v1/04_features_pilot\NqOg7JCnnm0_clip0058_t00286_desyncm15f_crf40.pt,1,temporal_desync,21,96,193,385,ok
NqOg7JCnnm0_clip0072_t00360_desyncm7f_crf40,archive/pilot_v1/04_features_pilot\NqOg7JCnnm0_clip0072_t00360_desyncm7f_crf40.pt,1,temporal_desync,21,64,127,252,ok
NqOg7JCnnm0_clip0110_t00548_desyncm15f_crf35,archive/pilot_v1/04_features_pilot\NqOg7JCnnm0_clip0110_t00548_desyncm15f_crf35.pt,1,temporal_desync,21,76,150,299,ok
