clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency,speaker_id,quality,motion_median,motion_p90,frac_near_static,n_faces_med,n_faces_max,ratio_med,ratio_max,cx_spread,channel
XwMwDTPAyAo_clip0049_t00746,XwMwDTPAyAo,746.69,748.734,2.044,1.0,1.0,5.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\XwMwDTPAyAo_clip0049_t00746.mp4,tier1,1,1.0,0.0208140183240175,True,9,0.9336122870445251,27,0.6855105146405298,1.3875694274902344,1.8415000438690188,0.16,2.0,2,0.8177593946456909,0.8481429219245911,0.005516171455383301,Nàng Dâu Tập Sự
XwMwDTPAyAo_clip0050_t00748,XwMwDTPAyAo,748.962,753.31,4.348,1.0,1.0,4.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\XwMwDTPAyAo_clip0050_t00748.mp4,tier1,1,1.0,0.0189477987587451,True,9,0.8140684962272644,27,0.6592484807387786,1.2694791555404663,1.831951403617859,0.1481481481481481,2.0,2,0.8468666076660156,0.9355863332748413,0.10170604288578033,Nàng Dâu Tập Sự
0wOdyRpc0wc_clip0026_t00240,0wOdyRpc0wc,240.61,245.982,5.372,1.0,1.0,24.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\0wOdyRpc0wc_clip0026_t00240.mp4,tier1,1,1.0,0.0109301377087831,True,9,0.3445344567298889,28,0.554195035472779,10.428750038146973,14.539027786254884,0.0,3.0,5,0.7029204964637756,0.9283257126808167,0.20396345853805542,Novaedu - Nhân Lực Thời Kỳ 4.0
9fvi4IXr6rQ_clip0078_t00673,9fvi4IXr6rQ,673.762,678.206,4.444,1.0,1.0,2.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\9fvi4IXr6rQ_clip0078_t00673.mp4,tier1,1,1.0,0.0116380201652646,True,9,0.561797559261322,28,0.5944951438831027,10.038402557373049,16.443068695068362,0.0,2.0,3,0.6648037433624268,0.7924723029136658,0.17055708169937134,Truyền hình Hưng Yên - HYTV
CHkaAtJLN3E_clip0032_t00568,CHkaAtJLN3E,568.418,573.418,5.0,1.0,1.0,7.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\CHkaAtJLN3E_clip0032_t00568.mp4,tier1,1,1.0,0.018557034432888,True,9,0.5940361022949219,28,0.6193375205636806,1.383715271949768,2.829673528671264,0.2096774193548387,1.0,6,0.0,0.21692617237567902,0.5632085204124451,Truyền hình Hưng Yên - HYTV
P3K1OaKR4nY_clip0012_t00101,P3K1OaKR4nY,101.762,105.982,4.22,1.0,1.0,11.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\P3K1OaKR4nY_clip0012_t00101.mp4,tier1,1,1.0,0.018349440768361,True,9,0.9354685544967652,28,0.679015645262234,1.266562521457672,1.3812221884727478,0.0,44.0,46,0.9673560857772827,0.9840055108070374,0.34527477622032166,Truyền hình Hưng Yên - HYTV
P3K1OaKR4nY_clip0013_t00108,P3K1OaKR4nY,108.546,111.518,2.972,1.0,1.0,11.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\P3K1OaKR4nY_clip0013_t00108.mp4,tier1,1,1.0,0.0162363573908805,True,9,0.92803955078125,28,0.6718552051450584,1.3641666173934937,1.4897916078567506,0.0,47.0,47,0.9568229913711548,0.995405912399292,0.010465085506439209,Truyền hình Hưng Yên - HYTV
P3K1OaKR4nY_clip0014_t00111,P3K1OaKR4nY,111.682,115.518,3.836,1.0,1.0,11.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\P3K1OaKR4nY_clip0014_t00111.mp4,tier1,1,1.0,0.0153291271999478,True,9,0.905674397945404,28,0.6653970179709019,1.420798659324646,1.54034720659256,0.0263157894736842,44.0,50,0.9880334138870239,0.9985735416412354,0.31021028757095337,Truyền hình Hưng Yên - HYTV
mHTLamr-Zqk_clip0028_t00315,mHTLamr-Zqk,315.234,320.234,5.0,1.0,1.0,13.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0028_t00315.mp4,tier2,1,1.0,0.0333762429654598,True,9,0.8873263597488403,28,0.7121171722986828,2.1397221088409424,2.6425833225250246,0.0,2.0,2,0.5927739143371582,0.6328914165496826,0.40634918212890625,ANTV - Truyền hình Công an Nhân dân
usfv-YmWPBs_clip0038_t00622,usfv-YmWPBs,622.498,625.406,2.908,1.0,1.0,11.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\usfv-YmWPBs_clip0038_t00622.mp4,tier1,1,1.0,0.0746013149619102,True,9,0.960300862789154,29,0.8391143101874882,0.6779861152172089,1.0201388597488403,0.8611111111111112,1.0,1,0.0,0.0,0.02131614089012146,Truyền hình Hưng Yên - HYTV
usfv-YmWPBs_clip0039_t00629,usfv-YmWPBs,629.378,631.838,2.46,1.0,1.0,13.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\usfv-YmWPBs_clip0039_t00629.mp4,tier1,1,1.0,0.0742039084434509,True,9,0.9613198041915894,29,0.8381940222650917,1.0603471994400024,1.5001042008399963,0.4333333333333333,1.0,2,0.0,0.008018660359084606,0.010005474090576172,Truyền hình Hưng Yên - HYTV
usfv-YmWPBs_clip0040_t00634,usfv-YmWPBs,634.05,638.558,4.508,1.0,1.0,11.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\usfv-YmWPBs_clip0040_t00634.mp4,tier1,1,1.0,0.047770470380783,True,9,0.5146995186805725,29,0.6862056087992752,2.180555582046509,3.929027795791626,0.0178571428571428,2.0,3,0.8326634764671326,0.8935778737068176,0.32138195633888245,Truyền hình Hưng Yên - HYTV
usfv-YmWPBs_clip0041_t00664,usfv-YmWPBs,664.642,667.07,2.428,1.0,1.0,12.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\usfv-YmWPBs_clip0041_t00664.mp4,tier1,1,1.0,0.0746262967586517,True,9,0.9527365565299988,29,0.8378485872463893,0.7728125154972076,1.2644791960716248,0.8,1.0,1,0.0,0.0,0.003594726324081421,Truyền hình Hưng Yên - HYTV
usfv-YmWPBs_clip0042_t00672,usfv-YmWPBs,672.738,674.91,2.172,1.0,1.0,12.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\usfv-YmWPBs_clip0042_t00672.mp4,tier1,1,1.0,0.0746228620409965,True,9,0.9446879625320436,29,0.836418739140348,1.0951389074325562,1.6799583673477183,0.4814814814814814,1.0,1,0.0,0.0,0.01114952564239502,Truyền hình Hưng Yên - HYTV
usfv-YmWPBs_clip0043_t00678,usfv-YmWPBs,678.818,685.598,6.78,1.0,1.0,13.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\usfv-YmWPBs_clip0043_t00678.mp4,tier1,1,1.0,0.0281234513968229,True,9,0.9122937321662904,29,0.7019823964647997,0.5630555748939514,0.9527430474758148,0.9404761904761904,1.0,1,0.0,0.0,0.011958450078964233,Truyền hình Hưng Yên - HYTV
7634060089552358676_clip0005_t00028,7634060089552358676,28.61,31.134,2.524,1.0,1.0,5.21,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060089552358676_clip0005_t00028.mp4,tier3,1,1.0,0.0167122147977352,True,9,0.976348876953125,31,0.6816976492885074,0.2468089759349823,0.361298418045044,1.0,1.0,1,0.0,0.0,0.0074710845947265625,[TIKTOK]
7634060096967806228_clip0010_t00096,7634060096967806228,96.77,99.39,2.62,1.0,1.0,4.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0010_t00096.mp4,tier3,1,1.0,0.0258185230195522,True,9,0.497559130191803,31,0.6224134323162572,4.171742796897888,7.208516597747803,0.2692307692307692,1.0,5,0.0,0.8409406542778015,0.1275363564491272,[TIKTOK]
7634060096967806228_clip0015_t00146,7634060096967806228,146.05,152.094,6.044,1.0,1.0,4.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0015_t00146.mp4,tier3,1,1.0,0.0129779493436217,True,9,0.5692369341850281,31,0.5995171680072234,1.2556337714195251,1.9678784847259525,0.2833333333333333,1.0,2,0.0,0.8093412518501282,0.11885690689086914,[TIKTOK]
7634060096967806228_clip0017_t00155,7634060096967806228,155.906,163.454,7.548,1.0,1.0,4.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0017_t00155.mp4,tier3,1,1.0,0.0143424021080136,True,9,0.3703087568283081,31,0.5681892750024619,0.8137984275817871,1.7781910657882694,0.68,1.0,4,0.0,0.9941293597221375,0.09859433770179749,[TIKTOK]
7634060096967806228_clip0018_t00165,7634060096967806228,165.602,167.71,2.108,1.0,1.0,2.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0018_t00165.mp4,tier3,1,1.0,0.0150705492123961,True,9,0.8326338529586792,31,0.6517917141953402,1.040624976158142,1.3608055114746094,0.4285714285714285,1.0,1,0.0,0.0,0.029712319374084473,[TIKTOK]
7634060096967806228_clip0024_t00210,7634060096967806228,210.69,213.246,2.556,1.0,1.0,4.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0024_t00210.mp4,tier3,1,1.0,0.0166671928018331,True,9,0.972600281238556,31,0.6809115024648401,0.2496478855609893,0.3675836265087128,1.0,1.0,1,0.0,0.0,0.007386445999145508,[TIKTOK]
7634060096967806228_clip0029_t00251,7634060096967806228,251.49,256.49,5.0,1.0,1.0,7.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0029_t00251.mp4,tier3,1,1.0,0.020986795425415,True,9,0.3406734466552734,31,0.5813525304296799,2.1029269695281982,4.014537811279298,0.0,1.0,1,0.0,0.0,0.17495843768119812,[TIKTOK]
7634060096967806228_clip0033_t00297,7634060096967806228,297.89,303.614,5.724,1.0,1.0,6.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0033_t00297.mp4,tier3,1,1.0,0.0111961234360933,True,9,0.6392125487327576,31,0.6069333536577141,0.2998679578304291,0.5571655035018921,0.9649122807017544,1.0,5,0.0,0.8119604587554932,0.18489384651184082,[TIKTOK]
7634060096967806228_clip0037_t00331,7634060096967806228,331.458,334.11,2.652,1.0,1.0,5.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0037_t00331.mp4,tier3,1,1.0,0.0152598153799772,True,9,0.6534701585769653,31,0.6206985184466379,1.0206316113471985,1.554698467254639,0.5,1.0,1,0.0,0.0,0.10380226373672485,[TIKTOK]
7634060096967806228_clip0039_t00339,7634060096967806228,339.874,342.75,2.876,1.0,1.0,2.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0039_t00339.mp4,tier3,1,1.0,0.0134519301354885,True,9,0.4395926892757416,31,0.5779508459359732,0.7743067741394043,1.2504335165023808,0.75,1.0,1,0.0,0.0,0.12687137722969055,[TIKTOK]
7634060096967806228_clip0041_t00369,7634060096967806228,369.474,371.774,2.3,1.0,1.0,9.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7634060096967806228_clip0041_t00369.mp4,tier3,1,1.0,0.0106958067044615,True,9,0.4950033724308014,31,0.5800996982234872,0.7225241959095001,1.2591240882873538,0.7272727272727273,1.0,1,0.0,0.0,0.031017780303955078,[TIKTOK]
7470509227027516679_clip0000_t00002,7470509227027516679,2.626,4.798,2.172,1.0,1.0,13.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7470509227027516679_clip0000_t00002.mp4,tier3,1,1.0,0.0764957889914512,True,9,0.4806476831436157,32,0.7597139162783421,5.53794002532959,9.314679145812988,0.0,2.0,2,0.7635459303855896,0.7716729640960693,0.31733928620815277,[TIKTOK]
7470509227027516679_clip0003_t00063,7470509227027516679,63.618,66.27,2.652,1.0,1.0,11.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7470509227027516679_clip0003_t00063.mp4,tier3,1,1.0,0.0653315186500549,True,9,0.6902763247489929,32,0.7658022619519174,5.655413627624512,11.405061721801758,0.0,1.0,1,0.0,0.0,0.19160813093185425,[TIKTOK]
7470509227027516679_clip0004_t00066,7470509227027516679,66.434,68.798,2.364,1.0,1.0,14.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7470509227027516679_clip0004_t00066.mp4,tier3,1,1.0,0.1693843007087707,True,9,0.8483431935310364,32,0.973237034152536,9.497623443603516,10.846372985839844,0.0,1.0,1,0.0,0.0,0.04307669401168823,[TIKTOK]
7491284887240985864_clip0000_t00000,7491284887240985864,0.226,8.254,8.028,1.0,1.0,5.95,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0000_t00000.mp4,tier3,1,1.0,0.0669458657503128,True,9,0.4189988374710083,32,0.7223986014106151,10.869431972503662,19.05971336364747,0.0,1.0,2,0.0,0.7523928880691528,0.42354297637939453,[TIKTOK]
7491284887240985864_clip0003_t00031,7491284887240985864,31.362,33.79,2.428,1.0,1.0,1.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0003_t00031.mp4,tier3,1,1.0,0.0922313183546066,True,9,0.7097546458244324,32,0.8437036644446245,8.388776302337646,40.40839462280273,0.0,1.0,1,0.0,0.0,0.27433496713638306,[TIKTOK]
7491284887240985864_clip0008_t00057,7491284887240985864,57.314,59.454,2.14,1.0,1.0,4.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0008_t00057.mp4,tier3,1,1.0,0.1043724045157432,True,9,0.7534653544425964,32,0.885026285430757,3.318683862686157,13.93705940246582,0.0,1.0,2,0.0,0.682712197303772,0.3359382748603821,[TIKTOK]
7491284887240985864_clip0012_t00085,7491284887240985864,85.986,90.986,5.0,1.0,1.0,8.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0012_t00085.mp4,tier3,1,1.0,0.0630454793572425,True,9,0.4342334568500519,32,0.7142900102457412,12.000021934509276,14.096610641479494,0.0,2.0,2,0.7331082224845886,0.887748658657074,0.6365906745195389,[TIKTOK]
7491284887240985864_clip0020_t00155,7491284887240985864,155.266,157.79,2.524,1.0,1.0,4.77,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0020_t00155.mp4,tier3,1,1.0,0.0786140635609626,True,9,0.6577407121658325,32,0.7968294370065899,10.749648094177246,14.005990409851076,0.0,2.0,2,0.6754659414291382,0.9211373925209045,0.6461279690265656,[TIKTOK]
7491284887240985864_clip0023_t00174,7491284887240985864,174.946,177.182,2.236,1.0,1.0,3.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0023_t00174.mp4,tier3,1,1.0,0.0359243601560592,True,9,0.5110477805137634,32,0.6527687705669727,9.505193710327148,10.903955078125,0.0,2.0,2,0.8118830919265747,0.9002723097801208,0.583931103348732,[TIKTOK]
7491284887240985864_clip0025_t00189,7491284887240985864,189.378,191.55,2.172,1.0,1.0,-1.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0025_t00189.mp4,tier3,1,1.0,0.1140151694416999,True,9,0.907400131225586,32,0.9388843572896204,4.748217582702637,31.43690490722656,0.0,1.0,2,0.0,0.5888755321502686,0.5461438000202179,[TIKTOK]
7491284887240985864_clip0028_t00212,7491284887240985864,212.13,214.27,2.14,1.0,1.0,3.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0028_t00212.mp4,tier3,1,0.8888888888888888,0.1678845882415771,True,9,0.4137460887432098,32,0.8442558457259259,15.788952827453612,41.84700775146485,0.0,1.0,1,0.0,0.0,0.20747151970863342,[TIKTOK]
7491284887240985864_clip0029_t00217,7491284887240985864,217.378,221.534,4.156,1.0,1.0,6.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0029_t00217.mp4,tier3,1,1.0,0.0309909116476774,True,9,0.7790141701698303,32,0.6864001800158944,6.993353843688965,8.282768249511719,0.0,2.0,2,0.7614040374755859,0.8982258439064026,0.09513556957244873,[TIKTOK]
7491284887240985864_clip0030_t00222,7491284887240985864,222.21,224.67,2.46,1.0,1.0,6.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7491284887240985864_clip0030_t00222.mp4,tier3,1,1.0,0.0335053950548172,True,9,0.8901659846305847,32,0.7129758015113512,2.880952835083008,4.510721826553345,0.0,2.0,2,0.907241702079773,0.9406457543373108,0.005169332027435303,[TIKTOK]
7544723202199538964_clip0005_t00095,7544723202199538964,95.97,100.67,4.7,1.0,1.0,-0.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7544723202199538964_clip0005_t00095.mp4,tier3,1,1.0,0.0496698319911956,True,9,0.3293154537677765,32,0.6587485884726194,6.11974024772644,8.265481948852539,0.0,2.0,2,0.8382212519645691,0.8774244785308838,0.5712196826934814,[TIKTOK]
7544723202199538964_clip0007_t00121,7544723202199538964,121.538,132.83,11.292,1.0,1.0,-1.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7544723202199538964_clip0007_t00121.mp4,tier3,1,1.0,0.0536268875002861,True,9,0.3379345536231994,32,0.6712235310045033,7.872810363769531,13.00605230331421,0.0,2.0,2,0.772606611251831,0.9959429502487183,0.5584686249494553,[TIKTOK]
7544723202199538964_clip0008_t00133,7544723202199538964,133.058,137.63,4.572,1.0,1.0,-0.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7544723202199538964_clip0008_t00133.mp4,tier3,1,1.0,0.0897586643695831,True,9,0.5645416975021362,32,0.8112330468676612,5.818948268890381,15.75692749023438,0.0,1.0,2,0.0,0.7431871294975281,0.413882315158844,[TIKTOK]
7544723202199538964_clip0009_t00141,7544723202199538964,141.122,146.814,5.692,1.0,1.0,-0.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7544723202199538964_clip0009_t00141.mp4,tier3,1,1.0,0.0522049479186534,True,9,0.5149178504943848,32,0.6985196629778109,7.773294448852539,13.086630821228027,0.0,2.0,2,0.7801578044891357,0.9054832458496094,0.4882653206586838,[TIKTOK]
7544723202199538964_clip0010_t00158,7544723202199538964,158.018,163.294,5.276,1.0,1.0,0.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7544723202199538964_clip0010_t00158.mp4,tier3,1,1.0,0.0434593632817268,True,9,0.5233132243156433,32,0.6757916636334205,6.83097505569458,12.150679779052734,0.0192307692307692,2.0,2,0.9146962463855743,0.9901489019393921,0.5290523022413254,[TIKTOK]
7621911689620901141_clip0004_t00024,7621911689620901141,24.322,28.574,4.252,1.0,1.0,3.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7621911689620901141_clip0004_t00024.mp4,tier3,1,1.0,0.0604954175651073,True,9,0.428054928779602,32,0.7061405982286126,2.1234045028686523,3.3272425651550286,0.0238095238095238,1.0,2,0.0,0.1312217116355896,0.24241968989372253,[TIKTOK]
7621911689620901141_clip0009_t00115,7621911689620901141,115.362,120.798,5.436,1.0,1.0,4.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7621911689620901141_clip0009_t00115.mp4,tier3,1,1.0,0.0639639422297477,True,9,0.78303462266922,32,0.7783856469723068,9.000869274139404,11.836890506744384,0.0,2.0,3,0.9350535273551941,0.9649496674537659,0.1768319010734558,[TIKTOK]
7621911689620901141_clip0010_t00122,7621911689620901141,122.05,125.15,3.1,1.0,1.0,6.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7621911689620901141_clip0010_t00122.mp4,tier3,1,1.0,0.1177917867898941,True,9,0.8546466827392578,32,0.9400293610215832,5.6699934005737305,7.226648473739625,0.0,2.0,2,0.8297030925750732,0.8691576719284058,0.18295234441757202,[TIKTOK]
sW5Nf8fj1wY_clip0000_t00092,sW5Nf8fj1wY,92.482,95.998,3.516,1.0,1.0,2.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0000_t00092.mp4,tier1,1,1.0,0.0381390079855918,True,9,0.511979341506958,33,0.6590637539599045,4.442500114440918,10.054444694519043,0.0,1.0,2,0.0,0.010579537600278854,0.13168683648109436,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
sW5Nf8fj1wY_clip0002_t00216,sW5Nf8fj1wY,216.194,218.462,2.268,1.0,1.0,0.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0002_t00216.mp4,tier1,1,1.0,0.0413246899843215,True,9,0.6158862709999084,33,0.6862188789376874,4.21875,5.013617944717407,0.0,1.0,1,0.0,0.0,0.128819078207016,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
sW5Nf8fj1wY_clip0003_t00227,sW5Nf8fj1wY,227.106,233.566,6.46,1.0,1.0,1.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0003_t00227.mp4,tier1,1,0.8888888888888888,0.0435866191983222,True,9,0.7236661911010742,33,0.6592127577895202,4.169548511505127,6.8156736373901365,0.0,1.0,1,0.0,0.0,0.020558148622512817,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
sW5Nf8fj1wY_clip0004_t00238,sW5Nf8fj1wY,238.114,240.798,2.684,1.0,1.0,4.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0004_t00238.mp4,tier1,1,1.0,0.0443175099790096,True,9,0.7054463624954224,33,0.7103083281875107,4.1004860401153564,5.73975682258606,0.0,1.0,1,0.0,0.0,0.04019293189048767,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
sW5Nf8fj1wY_clip0005_t00252,sW5Nf8fj1wY,252.514,255.326,2.812,1.0,1.0,3.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0005_t00252.mp4,tier1,1,1.0,0.0403610244393348,True,9,0.685003399848938,33,0.6957483994235658,6.505659818649292,9.262319278717042,0.0,1.0,1,0.0,0.0,0.04272061586380005,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
sW5Nf8fj1wY_clip0006_t00255,sW5Nf8fj1wY,255.426,257.694,2.268,1.0,1.0,0.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0006_t00255.mp4,tier1,1,1.0,0.0402493923902511,True,9,0.7432114481925964,33,0.7057113880079122,6.624479055404663,13.993708419799807,0.0,1.0,1,0.0,0.0,0.05456948280334473,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
sW5Nf8fj1wY_clip0007_t00258,sW5Nf8fj1wY,258.306,266.526,8.22,1.0,1.0,2.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0007_t00258.mp4,tier1,1,1.0,0.0433673709630966,True,9,0.63106369972229,33,0.6945518001851265,6.657639026641846,10.206118202209472,0.0,1.0,1,0.0,0.0,0.11886855959892273,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
sW5Nf8fj1wY_clip0008_t00266,sW5Nf8fj1wY,266.658,271.742,5.084,1.0,1.0,5.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0008_t00266.mp4,tier1,1,1.0,0.0416220501065254,True,9,0.5555437207221985,33,0.6763933461741679,6.542638778686523,9.539645671844482,0.0,1.0,1,0.0,0.0,0.056299686431884766,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
sW5Nf8fj1wY_clip0009_t00271,sW5Nf8fj1wY,271.842,279.646,7.804,1.0,1.0,3.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\sW5Nf8fj1wY_clip0009_t00271.mp4,tier1,1,1.0,0.0406707860529422,True,9,0.5556324124336243,33,0.6737757075739796,7.773541688919067,9.672409725189208,0.0,1.0,1,0.0,0.0,0.12980806827545166,🇻🇳ベトナム住みます芸人ダブルウィッシュDouble Wish Việt Nhật Vlog
