clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier,timeline_schema_version,timeline_mask_policy,timeline_boundary,timeline_duration_s,audio_valid_start_s,audio_valid_end_s,visual_valid_start_s,visual_valid_end_s,manipulation_scope,manipulation_start_s,manipulation_end_s
7644036486509153554_clip0003_t00050_desyncv2r2m15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\temporal\7644036486509153554_clip0003_t00050_desyncv2r2m15f.mp4,1,temporal_desync,shift=-15f;generator=temporal_v2_structured_timeline_v1,7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,av_timeline_v1,fixed_common_window_v1,circular_wrap,7.000000000,0.000000000,6.371995465,0.600000000,7.000000000,global,0.600000000,6.371995465
7644036486509153554_clip0003_t00050_revv2f91-113,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\frame_reverse\7644036486509153554_clip0003_t00050_revv2f91-113.mp4,1,frame_reverse,"reverse_frames=[91,113);generator=frame_reverse_v2_exact_timeline_v1",7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,av_timeline_v1,fixed_common_window_v1,native,7.000000000,0.000000000,6.972000000,0.000000000,7.000000000,local,3.640000000,4.520000000
7644036486509153554_clip0003_t00050_flatv2mean105hz,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\pitch_flatten\7644036486509153554_clip0003_t00050_flatv2mean105hz.mp4,1,pitch_flatten,flatten_mean_F0=105Hz;generator=pitch_flatten_v2_exact_timeline_v1,7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,av_timeline_v1,fixed_common_window_v1,native,7.000000000,0.000000000,6.972000000,0.000000000,7.000000000,global,0.000000000,6.972000000
7644036486509153554_clip0003_t00050_anonv2blu,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\anonymization\7644036486509153554_clip0003_t00050_anonv2blu.mp4,1,anonymization,"blur_box=303,263,543,535;sigma=0;generator=anonymization_v2_exact_timeline_v1",7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,av_timeline_v1,fixed_common_window_v1,native,7.000000000,0.000000000,6.972000000,0.000000000,7.000000000,global,0.000000000,6.972000000
7204326198501969178_clip0000_t00000_desyncv2r2m15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\temporal\7204326198501969178_clip0000_t00000_desyncv2r2m15f.mp4,1,temporal_desync,shift=-15f;generator=temporal_v2_structured_timeline_v1,7204326198501969178_clip0000_t00000,7204326198501969178,250,tier3,av_timeline_v1,fixed_common_window_v1,circular_wrap,8.508509000,0.000000000,7.858683173,0.500500501,8.508509000,global,0.500500501,7.858683173
7204326198501969178_clip0000_t00000_revv2f156-182,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\frame_reverse\7204326198501969178_clip0000_t00000_revv2f156-182.mp4,1,frame_reverse,"reverse_frames=[156,182);generator=frame_reverse_v2_exact_timeline_v1",7204326198501969178_clip0000_t00000,7204326198501969178,250,tier3,av_timeline_v1,fixed_common_window_v1,native,8.508508509,0.000000000,8.359187500,0.000000000,8.508508509,local,5.205205205,6.072739406
7204326198501969178_clip0000_t00000_flatv2mean153hz,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\pitch_flatten\7204326198501969178_clip0000_t00000_flatv2mean153hz.mp4,1,pitch_flatten,flatten_mean_F0=153Hz;generator=pitch_flatten_v2_exact_timeline_v1,7204326198501969178_clip0000_t00000,7204326198501969178,250,tier3,av_timeline_v1,fixed_common_window_v1,native,8.508508509,0.000000000,8.359187500,0.000000000,8.508508509,global,0.000000000,8.359187500
7204326198501969178_clip0000_t00000_anonv2blu,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\anonymization\7204326198501969178_clip0000_t00000_anonv2blu.mp4,1,anonymization,"blur_box=0,0,720,1209;sigma=0;generator=anonymization_v2_exact_timeline_v1",7204326198501969178_clip0000_t00000,7204326198501969178,250,tier3,av_timeline_v1,fixed_common_window_v1,native,8.508508509,0.000000000,8.359187500,0.000000000,8.508508509,global,0.000000000,8.359187500
7638262561955269889_clip0001_t00004_desyncv2r2p3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\temporal\7638262561955269889_clip0001_t00004_desyncv2r2p3f.mp4,1,temporal_desync,shift=3f;generator=temporal_v2_structured_timeline_v1,7638262561955269889_clip0001_t00004,7638262561955269889,73,tier3,av_timeline_v1,fixed_common_window_v1,circular_wrap,11.100000000,0.100000000,11.100000000,0.000000000,11.000000000,global,0.100000000,11.000000000
7638262561955269889_clip0001_t00004_revv2f34-45,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\frame_reverse\7638262561955269889_clip0001_t00004_revv2f34-45.mp4,1,frame_reverse,"reverse_frames=[34,45);generator=frame_reverse_v2_exact_timeline_v1",7638262561955269889_clip0001_t00004,7638262561955269889,73,tier3,av_timeline_v1,fixed_common_window_v1,native,11.100000000,0.000000000,11.100000000,0.000000000,11.100000000,local,1.133333333,1.500000000
7638262561955269889_clip0001_t00004_flatv2mean222hz,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\pitch_flatten\7638262561955269889_clip0001_t00004_flatv2mean222hz.mp4,1,pitch_flatten,flatten_mean_F0=222Hz;generator=pitch_flatten_v2_exact_timeline_v1,7638262561955269889_clip0001_t00004,7638262561955269889,73,tier3,av_timeline_v1,fixed_common_window_v1,native,11.100000000,0.000000000,11.100000000,0.000000000,11.100000000,global,0.000000000,11.100000000
7638262561955269889_clip0001_t00004_anonv2blu,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\generator\anonymization\7638262561955269889_clip0001_t00004_anonv2blu.mp4,1,anonymization,"blur_box=292,450,485,282;sigma=0;generator=anonymization_v2_exact_timeline_v1",7638262561955269889_clip0001_t00004,7638262561955269889,73,tier3,av_timeline_v1,fixed_common_window_v1,native,11.100000000,0.000000000,11.100000000,0.000000000,11.100000000,global,0.000000000,11.100000000
