clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier,timeline_schema_version,timeline_mask_policy,timeline_boundary,timeline_duration_s,audio_valid_start_s,audio_valid_end_s,visual_valid_start_s,visual_valid_end_s,manipulation_scope,manipulation_start_s,manipulation_end_s,crf,orig_clip_id,snvsm_version,snvsm_config_id,snvsm_encoder,snvsm_preset,snvsm_audio,snvsm_sample_rate,snvsm_channels,snvsm_target_samples,snvsm_mode,snvsm_crf_set,snvsm_seed,snvsm_pair_key,snvsm_video_frames,snvsm_video_fps,snvsm_video_duration_s
UnodrLYWJYI_clip0033_t00368_revv2f100-123_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\UnodrLYWJYI_clip0033_t00368_revv2f100-123_snvsmv2_470c00f4ee_crf23.mp4,1,frame_reverse,"reverse_frames=[100,123);generator=frame_reverse_v2_exact_timeline_v1",UnodrLYWJYI_clip0033_t00368,UnodrLYWJYI,466,tier2,av_timeline_v1,fixed_common_window_v1,native,6.900000000,0.000000000,6.876000000,0.000000000,6.900000000,local,3.333333333,4.100000000,23,UnodrLYWJYI_clip0033_t00368_revv2f100-123,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,110016,random,"23,30,35,40",42,UnodrLYWJYI_clip0033_t00368,207,30,6.900000000
UnodrLYWJYI_clip0033_t00368_flatv2mean205hz_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\UnodrLYWJYI_clip0033_t00368_flatv2mean205hz_snvsmv2_470c00f4ee_crf23.mp4,1,pitch_flatten,flatten_mean_F0=205Hz;generator=pitch_flatten_v2_exact_timeline_v1,UnodrLYWJYI_clip0033_t00368,UnodrLYWJYI,466,tier2,av_timeline_v1,fixed_common_window_v1,native,6.900000000,0.000000000,6.876000000,0.000000000,6.900000000,global,0.000000000,6.876000000,23,UnodrLYWJYI_clip0033_t00368_flatv2mean205hz,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,110016,random,"23,30,35,40",42,UnodrLYWJYI_clip0033_t00368,207,30,6.900000000
UnodrLYWJYI_clip0033_t00368_anonv2blu_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\UnodrLYWJYI_clip0033_t00368_anonv2blu_snvsmv2_470c00f4ee_crf23.mp4,1,anonymization,"blur_box=371,264,227,346;sigma=0;generator=anonymization_v2_exact_timeline_v1",UnodrLYWJYI_clip0033_t00368,UnodrLYWJYI,466,tier2,av_timeline_v1,fixed_common_window_v1,native,6.900000000,0.000000000,6.876000000,0.000000000,6.900000000,global,0.000000000,6.876000000,23,UnodrLYWJYI_clip0033_t00368_anonv2blu,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,110016,random,"23,30,35,40",42,UnodrLYWJYI_clip0033_t00368,207,30,6.900000000
mHTLamr-Zqk_clip0009_t00132_desyncv2r2p3f_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\mHTLamr-Zqk_clip0009_t00132_desyncv2r2p3f_snvsmv2_470c00f4ee_crf23.mp4,1,temporal_desync,shift=3f;generator=temporal_v2_structured_timeline_v1,mHTLamr-Zqk_clip0009_t00132,mHTLamr-Zqk,208,tier2,av_timeline_v1,fixed_common_window_v1,circular_wrap,5.000000000,0.100000000,5.000000000,0.000000000,4.900000000,global,0.100000000,4.900000000,23,mHTLamr-Zqk_clip0009_t00132_desyncv2r2p3f,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,80000,random,"23,30,35,40",42,mHTLamr-Zqk_clip0009_t00132,150,30,5.000000000
mHTLamr-Zqk_clip0009_t00132_revv2f80-94_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\mHTLamr-Zqk_clip0009_t00132_revv2f80-94_snvsmv2_470c00f4ee_crf23.mp4,1,frame_reverse,"reverse_frames=[80,94);generator=frame_reverse_v2_exact_timeline_v1",mHTLamr-Zqk_clip0009_t00132,mHTLamr-Zqk,208,tier2,av_timeline_v1,fixed_common_window_v1,native,5.000000000,0.000000000,5.000000000,0.000000000,5.000000000,local,2.666666667,3.133333333,23,mHTLamr-Zqk_clip0009_t00132_revv2f80-94,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,80000,random,"23,30,35,40",42,mHTLamr-Zqk_clip0009_t00132,150,30,5.000000000
mHTLamr-Zqk_clip0009_t00132_flatv2mean216hz_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\mHTLamr-Zqk_clip0009_t00132_flatv2mean216hz_snvsmv2_470c00f4ee_crf23.mp4,1,pitch_flatten,flatten_mean_F0=216Hz;generator=pitch_flatten_v2_exact_timeline_v1,mHTLamr-Zqk_clip0009_t00132,mHTLamr-Zqk,208,tier2,av_timeline_v1,fixed_common_window_v1,native,5.000000000,0.000000000,5.000000000,0.000000000,5.000000000,global,0.000000000,5.000000000,23,mHTLamr-Zqk_clip0009_t00132_flatv2mean216hz,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,80000,random,"23,30,35,40",42,mHTLamr-Zqk_clip0009_t00132,150,30,5.000000000
mHTLamr-Zqk_clip0009_t00132_anonv2blu_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\mHTLamr-Zqk_clip0009_t00132_anonv2blu_snvsmv2_470c00f4ee_crf23.mp4,1,anonymization,"blur_box=1219,142,285,372;sigma=0;generator=anonymization_v2_exact_timeline_v1",mHTLamr-Zqk_clip0009_t00132,mHTLamr-Zqk,208,tier2,av_timeline_v1,fixed_common_window_v1,native,5.000000000,0.000000000,5.000000000,0.000000000,5.000000000,global,0.000000000,5.000000000,23,mHTLamr-Zqk_clip0009_t00132_anonv2blu,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,80000,random,"23,30,35,40",42,mHTLamr-Zqk_clip0009_t00132,150,30,5.000000000
wKaFsRX95YY_clip0049_t00569_desyncv2r2p15f_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\wKaFsRX95YY_clip0049_t00569_desyncv2r2p15f_snvsmv2_470c00f4ee_crf30.mp4,1,temporal_desync,shift=15f;generator=temporal_v2_structured_timeline_v1,wKaFsRX95YY_clip0049_t00569,wKaFsRX95YY,940,tier2,av_timeline_v1,fixed_common_window_v1,circular_wrap,5.920000000,0.600000000,5.916009070,0.000000000,5.320000000,global,0.600000000,5.320000000,30,wKaFsRX95YY_clip0049_t00569_desyncv2r2p15f,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,94656,random,"23,30,35,40",42,wKaFsRX95YY_clip0049_t00569,148,25,5.920000000
wKaFsRX95YY_clip0049_t00569_revv2f3-25_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\wKaFsRX95YY_clip0049_t00569_revv2f3-25_snvsmv2_470c00f4ee_crf30.mp4,1,frame_reverse,"reverse_frames=[3,25);generator=frame_reverse_v2_exact_timeline_v1",wKaFsRX95YY_clip0049_t00569,wKaFsRX95YY,940,tier2,av_timeline_v1,fixed_common_window_v1,native,5.920000000,0.000000000,5.916000000,0.000000000,5.920000000,local,0.120000000,1.000000000,30,wKaFsRX95YY_clip0049_t00569_revv2f3-25,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,94656,random,"23,30,35,40",42,wKaFsRX95YY_clip0049_t00569,148,25,5.920000000
wKaFsRX95YY_clip0049_t00569_flatv2mean238hz_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\wKaFsRX95YY_clip0049_t00569_flatv2mean238hz_snvsmv2_470c00f4ee_crf30.mp4,1,pitch_flatten,flatten_mean_F0=238Hz;generator=pitch_flatten_v2_exact_timeline_v1,wKaFsRX95YY_clip0049_t00569,wKaFsRX95YY,940,tier2,av_timeline_v1,fixed_common_window_v1,native,5.920000000,0.000000000,5.916000000,0.000000000,5.920000000,global,0.000000000,5.916000000,30,wKaFsRX95YY_clip0049_t00569_flatv2mean238hz,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,94656,random,"23,30,35,40",42,wKaFsRX95YY_clip0049_t00569,148,25,5.920000000
wKaFsRX95YY_clip0049_t00569_anonv2blu_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\wKaFsRX95YY_clip0049_t00569_anonv2blu_snvsmv2_470c00f4ee_crf30.mp4,1,anonymization,"blur_box=385,151,1096,500;sigma=0;generator=anonymization_v2_exact_timeline_v1",wKaFsRX95YY_clip0049_t00569,wKaFsRX95YY,940,tier2,av_timeline_v1,fixed_common_window_v1,native,5.920000000,0.000000000,5.916000000,0.000000000,5.920000000,global,0.000000000,5.916000000,30,wKaFsRX95YY_clip0049_t00569_anonv2blu,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,94656,random,"23,30,35,40",42,wKaFsRX95YY_clip0049_t00569,148,25,5.920000000
7583660080017444104_clip0007_t00062_desyncv2r2m3f_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7583660080017444104_clip0007_t00062_desyncv2r2m3f_snvsmv2_470c00f4ee_crf30.mp4,1,temporal_desync,shift=-3f;generator=temporal_v2_structured_timeline_v1,7583660080017444104_clip0007_t00062,7583660080017444104,72,tier3,av_timeline_v1,fixed_common_window_v1,circular_wrap,2.066667000,0.000000000,1.943990930,0.100000000,2.066667000,global,0.100000000,1.943990930,30,7583660080017444104_clip0007_t00062_desyncv2r2m3f,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,32704,random,"23,30,35,40",42,7583660080017444104_clip0007_t00062,62,30,2.066666667
7583660080017444104_clip0007_t00062_revv2f9-25_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7583660080017444104_clip0007_t00062_revv2f9-25_snvsmv2_470c00f4ee_crf30.mp4,1,frame_reverse,"reverse_frames=[9,25);generator=frame_reverse_v2_exact_timeline_v1",7583660080017444104_clip0007_t00062,7583660080017444104,72,tier3,av_timeline_v1,fixed_common_window_v1,native,2.066666667,0.000000000,2.044000000,0.000000000,2.066666667,local,0.300000000,0.833333333,30,7583660080017444104_clip0007_t00062_revv2f9-25,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,32704,random,"23,30,35,40",42,7583660080017444104_clip0007_t00062,62,30,2.066666667
7583660080017444104_clip0007_t00062_flatv2mean288hz_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7583660080017444104_clip0007_t00062_flatv2mean288hz_snvsmv2_470c00f4ee_crf30.mp4,1,pitch_flatten,flatten_mean_F0=288Hz;generator=pitch_flatten_v2_exact_timeline_v1,7583660080017444104_clip0007_t00062,7583660080017444104,72,tier3,av_timeline_v1,fixed_common_window_v1,native,2.066666667,0.000000000,2.044000000,0.000000000,2.066666667,global,0.000000000,2.044000000,30,7583660080017444104_clip0007_t00062_flatv2mean288hz,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,32704,random,"23,30,35,40",42,7583660080017444104_clip0007_t00062,62,30,2.066666667
7583660080017444104_clip0007_t00062_anonv2blu_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7583660080017444104_clip0007_t00062_anonv2blu_snvsmv2_470c00f4ee_crf30.mp4,1,anonymization,"blur_box=213,652,713,745;sigma=0;generator=anonymization_v2_exact_timeline_v1",7583660080017444104_clip0007_t00062,7583660080017444104,72,tier3,av_timeline_v1,fixed_common_window_v1,native,2.066666667,0.000000000,2.044000000,0.000000000,2.066666667,global,0.000000000,2.044000000,30,7583660080017444104_clip0007_t00062_anonv2blu,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,32704,random,"23,30,35,40",42,7583660080017444104_clip0007_t00062,62,30,2.066666667
7634057975606365461_clip0001_t00052_desyncv2r2m15f_snvsmv2_470c00f4ee_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7634057975606365461_clip0001_t00052_desyncv2r2m15f_snvsmv2_470c00f4ee_crf40.mp4,1,temporal_desync,shift=-15f;generator=temporal_v2_structured_timeline_v1,7634057975606365461_clip0001_t00052,7634057975606365461,311,tier3,av_timeline_v1,fixed_common_window_v1,circular_wrap,3.966667000,0.000000000,3.463990930,0.500000000,3.966667000,global,0.500000000,3.463990930,40,7634057975606365461_clip0001_t00052_desyncv2r2m15f,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,63424,random,"23,30,35,40",42,7634057975606365461_clip0001_t00052,119,30,3.966666667
7634057975606365461_clip0001_t00052_revv2f31-60_snvsmv2_470c00f4ee_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7634057975606365461_clip0001_t00052_revv2f31-60_snvsmv2_470c00f4ee_crf40.mp4,1,frame_reverse,"reverse_frames=[31,60);generator=frame_reverse_v2_exact_timeline_v1",7634057975606365461_clip0001_t00052,7634057975606365461,311,tier3,av_timeline_v1,fixed_common_window_v1,native,3.966666667,0.000000000,3.964000000,0.000000000,3.966666667,local,1.033333333,2.000000000,40,7634057975606365461_clip0001_t00052_revv2f31-60,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,63424,random,"23,30,35,40",42,7634057975606365461_clip0001_t00052,119,30,3.966666667
7634057975606365461_clip0001_t00052_flatv2mean171hz_snvsmv2_470c00f4ee_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7634057975606365461_clip0001_t00052_flatv2mean171hz_snvsmv2_470c00f4ee_crf40.mp4,1,pitch_flatten,flatten_mean_F0=171Hz;generator=pitch_flatten_v2_exact_timeline_v1,7634057975606365461_clip0001_t00052,7634057975606365461,311,tier3,av_timeline_v1,fixed_common_window_v1,native,3.966666667,0.000000000,3.964000000,0.000000000,3.966666667,global,0.000000000,3.964000000,40,7634057975606365461_clip0001_t00052_flatv2mean171hz,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,63424,random,"23,30,35,40",42,7634057975606365461_clip0001_t00052,119,30,3.966666667
7634057975606365461_clip0001_t00052_anonv2blu_snvsmv2_470c00f4ee_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7634057975606365461_clip0001_t00052_anonv2blu_snvsmv2_470c00f4ee_crf40.mp4,1,anonymization,"blur_box=17,401,738,577;sigma=0;generator=anonymization_v2_exact_timeline_v1",7634057975606365461_clip0001_t00052,7634057975606365461,311,tier3,av_timeline_v1,fixed_common_window_v1,native,3.966666667,0.000000000,3.964000000,0.000000000,3.966666667,global,0.000000000,3.964000000,40,7634057975606365461_clip0001_t00052_anonv2blu,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,63424,random,"23,30,35,40",42,7634057975606365461_clip0001_t00052,119,30,3.966666667
7644036486509153554_clip0003_t00050_desyncv2r2m15f_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7644036486509153554_clip0003_t00050_desyncv2r2m15f_snvsmv2_470c00f4ee_crf23.mp4,1,temporal_desync,shift=-15f;generator=temporal_v2_structured_timeline_v1,7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,av_timeline_v1,fixed_common_window_v1,circular_wrap,7.000000000,0.000000000,6.371995465,0.600000000,7.000000000,global,0.600000000,6.371995465,23,7644036486509153554_clip0003_t00050_desyncv2r2m15f,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,111552,random,"23,30,35,40",42,7644036486509153554_clip0003_t00050,175,25,7.000000000
7644036486509153554_clip0003_t00050_revv2f91-113_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7644036486509153554_clip0003_t00050_revv2f91-113_snvsmv2_470c00f4ee_crf23.mp4,1,frame_reverse,"reverse_frames=[91,113);generator=frame_reverse_v2_exact_timeline_v1",7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,av_timeline_v1,fixed_common_window_v1,native,7.000000000,0.000000000,6.972000000,0.000000000,7.000000000,local,3.640000000,4.520000000,23,7644036486509153554_clip0003_t00050_revv2f91-113,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,111552,random,"23,30,35,40",42,7644036486509153554_clip0003_t00050,175,25,7.000000000
7644036486509153554_clip0003_t00050_flatv2mean105hz_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7644036486509153554_clip0003_t00050_flatv2mean105hz_snvsmv2_470c00f4ee_crf23.mp4,1,pitch_flatten,flatten_mean_F0=105Hz;generator=pitch_flatten_v2_exact_timeline_v1,7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,av_timeline_v1,fixed_common_window_v1,native,7.000000000,0.000000000,6.972000000,0.000000000,7.000000000,global,0.000000000,6.972000000,23,7644036486509153554_clip0003_t00050_flatv2mean105hz,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,111552,random,"23,30,35,40",42,7644036486509153554_clip0003_t00050,175,25,7.000000000
7644036486509153554_clip0003_t00050_anonv2blu_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7644036486509153554_clip0003_t00050_anonv2blu_snvsmv2_470c00f4ee_crf23.mp4,1,anonymization,"blur_box=303,263,543,535;sigma=0;generator=anonymization_v2_exact_timeline_v1",7644036486509153554_clip0003_t00050,7644036486509153554,726,tier3,av_timeline_v1,fixed_common_window_v1,native,7.000000000,0.000000000,6.972000000,0.000000000,7.000000000,global,0.000000000,6.972000000,23,7644036486509153554_clip0003_t00050_anonv2blu,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,111552,random,"23,30,35,40",42,7644036486509153554_clip0003_t00050,175,25,7.000000000
7204326198501969178_clip0000_t00000_desyncv2r2m15f_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7204326198501969178_clip0000_t00000_desyncv2r2m15f_snvsmv2_470c00f4ee_crf23.mp4,1,temporal_desync,shift=-15f;generator=temporal_v2_structured_timeline_v1,7204326198501969178_clip0000_t00000,7204326198501969178,250,tier3,av_timeline_v1,fixed_common_window_v1,circular_wrap,8.508509000,0.000000000,7.858683173,0.500500501,8.508509000,global,0.500500501,7.858683173,23,7204326198501969178_clip0000_t00000_desyncv2r2m15f,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,133747,random,"23,30,35,40",42,7204326198501969178_clip0000_t00000,255,2997/100,8.508425092
7204326198501969178_clip0000_t00000_revv2f156-182_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7204326198501969178_clip0000_t00000_revv2f156-182_snvsmv2_470c00f4ee_crf23.mp4,1,frame_reverse,"reverse_frames=[156,182);generator=frame_reverse_v2_exact_timeline_v1",7204326198501969178_clip0000_t00000,7204326198501969178,250,tier3,av_timeline_v1,fixed_common_window_v1,native,8.508508509,0.000000000,8.359187500,0.000000000,8.508508509,local,5.205205205,6.072739406,23,7204326198501969178_clip0000_t00000_revv2f156-182,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,133747,random,"23,30,35,40",42,7204326198501969178_clip0000_t00000,255,2997/100,8.508508509
7204326198501969178_clip0000_t00000_flatv2mean153hz_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7204326198501969178_clip0000_t00000_flatv2mean153hz_snvsmv2_470c00f4ee_crf23.mp4,1,pitch_flatten,flatten_mean_F0=153Hz;generator=pitch_flatten_v2_exact_timeline_v1,7204326198501969178_clip0000_t00000,7204326198501969178,250,tier3,av_timeline_v1,fixed_common_window_v1,native,8.508508509,0.000000000,8.359187500,0.000000000,8.508508509,global,0.000000000,8.359187500,23,7204326198501969178_clip0000_t00000_flatv2mean153hz,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,133747,random,"23,30,35,40",42,7204326198501969178_clip0000_t00000,255,2997/100,8.508425092
7204326198501969178_clip0000_t00000_anonv2blu_snvsmv2_470c00f4ee_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7204326198501969178_clip0000_t00000_anonv2blu_snvsmv2_470c00f4ee_crf23.mp4,1,anonymization,"blur_box=0,0,720,1209;sigma=0;generator=anonymization_v2_exact_timeline_v1",7204326198501969178_clip0000_t00000,7204326198501969178,250,tier3,av_timeline_v1,fixed_common_window_v1,native,8.508508509,0.000000000,8.359187500,0.000000000,8.508508509,global,0.000000000,8.359187500,23,7204326198501969178_clip0000_t00000_anonv2blu,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,133747,random,"23,30,35,40",42,7204326198501969178_clip0000_t00000,255,2997/100,8.508508509
7638262561955269889_clip0001_t00004_desyncv2r2p3f_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7638262561955269889_clip0001_t00004_desyncv2r2p3f_snvsmv2_470c00f4ee_crf30.mp4,1,temporal_desync,shift=3f;generator=temporal_v2_structured_timeline_v1,7638262561955269889_clip0001_t00004,7638262561955269889,73,tier3,av_timeline_v1,fixed_common_window_v1,circular_wrap,11.100000000,0.100000000,11.100000000,0.000000000,11.000000000,global,0.100000000,11.000000000,30,7638262561955269889_clip0001_t00004_desyncv2r2p3f,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,177600,random,"23,30,35,40",42,7638262561955269889_clip0001_t00004,333,30,11.100000000
7638262561955269889_clip0001_t00004_revv2f34-45_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7638262561955269889_clip0001_t00004_revv2f34-45_snvsmv2_470c00f4ee_crf30.mp4,1,frame_reverse,"reverse_frames=[34,45);generator=frame_reverse_v2_exact_timeline_v1",7638262561955269889_clip0001_t00004,7638262561955269889,73,tier3,av_timeline_v1,fixed_common_window_v1,native,11.100000000,0.000000000,11.100000000,0.000000000,11.100000000,local,1.133333333,1.500000000,30,7638262561955269889_clip0001_t00004_revv2f34-45,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,177600,random,"23,30,35,40",42,7638262561955269889_clip0001_t00004,333,30,11.100000000
7638262561955269889_clip0001_t00004_flatv2mean222hz_snvsmv2_470c00f4ee_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_stratified_smoke_v2r6\snvsm\fake\7638262561955269889_clip0001_t00004_flatv2mean222hz_snvsmv2_470c00f4ee_crf30.mp4,1,pitch_flatten,flatten_mean_F0=222Hz;generator=pitch_flatten_v2_exact_timeline_v1,7638262561955269889_clip0001_t00004,7638262561955269889,73,tier3,av_timeline_v1,fixed_common_window_v1,native,11.100000000,0.000000000,11.100000000,0.000000000,11.100000000,global,0.000000000,11.100000000,30,7638262561955269889_clip0001_t00004_flatv2mean222hz,snvsm_v2_h264_aac16k_mono_exactdur,470c00f4ee,libx264,veryfast,aac_128k_16khz_mono,16000,1,177600,random,"23,30,35,40",42,7638262561955269889_clip0001_t00004,333,30,11.100000000
