clip_id,decision,reason,bad_intervals_json,rubric_version
3lHEAWJhKe8_s0000209026_e0000214026,reject,cut,[],v4
3lHEAWJhKe8_s0000213026_e0000218026,reject,cut,"[{""start_ms"":641,""end_ms"":2788,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000217026_e0000222026,reject,mouth,"[{""start_ms"":975,""end_ms"":1788,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000223170_e0000226046,reject,mouth,[],v4
3lHEAWJhKe8_s0000226242_e0000230974,reject,mouth,"[{""start_ms"":0,""end_ms"":2991,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000231522_e0000234110,keep,,[],v4
3lHEAWJhKe8_s0000234402_e0000240062,keep,,[],v4
3lHEAWJhKe8_s0000240290_e0000245290,keep,,[],v4
3lHEAWJhKe8_s0000244290_e0000249290,reject,cut,"[{""start_ms"":3596,""end_ms"":4464,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000248290_e0000253290,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000252290_e0000257290,reject,cut,[],v4
3lHEAWJhKe8_s0000256290_e0000261290,reject,cut,"[{""start_ms"":2330,""end_ms"":2934,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000260290_e0000265290,reject,mouth,"[{""start_ms"":3336,""end_ms"":5000,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000270850_e0000275850,reject,mouth,"[{""start_ms"":714,""end_ms"":2455,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000274850_e0000279850,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000278850_e0000283486,reject,mouth,[],v4
3lHEAWJhKe8_s0000283874_e0000295678,reject,mouth,"[{""start_ms"":0,""end_ms"":10105,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000295810_e0000301246,reject,mouth,"[{""start_ms"":0,""end_ms"":5400,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000301474_e0000303838,reject,mouth,"[{""start_ms"":0,""end_ms"":2359,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000304354_e0000308734,reject,mouth,[],v4
3lHEAWJhKe8_s0000310082_e0000313342,reject,cut,"[{""start_ms"":139,""end_ms"":839,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000314050_e0000317086,keep,,[],v4
3lHEAWJhKe8_s0000318498_e0000329854,reject,mouth,[],v4
3lHEAWJhKe8_s0000338050_e0000341182,reject,mouth,"[{""start_ms"":1942,""end_ms"":2142,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000342882_e0000351166,keep,,[],v4
3lHEAWJhKe8_s0000351330_e0000361374,reject,mouth,"[{""start_ms"":7655,""end_ms"":10040,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000361730_e0000366730,reject,cut,"[{""start_ms"":2100,""end_ms"":2517,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000365730_e0000370730,reject,mouth,"[{""start_ms"":3594,""end_ms"":4612,""reason"":""mouth""},{""start_ms"":4612,""end_ms"":4937,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000369730_e0000374730,reject,mouth,[],v4
3lHEAWJhKe8_s0000373730_e0000378730,reject,cut,[],v4
3lHEAWJhKe8_s0000377730_e0000382730,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000381730_e0000386730,reject,cut,[],v4
3lHEAWJhKe8_s0000385730_e0000390730,reject,mouth,"[{""start_ms"":0,""end_ms"":660,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000389730_e0000394730,keep,,[],v4
3lHEAWJhKe8_s0000393730_e0000398730,reject,cut,[],v4
3lHEAWJhKe8_s0000397730_e0000402730,reject,cut,"[{""start_ms"":0,""end_ms"":1109,""reason"":""cut""},{""start_ms"":4051,""end_ms"":5000,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000406434_e0000409726,reject,cut,"[{""start_ms"":1242,""end_ms"":2324,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000409922_e0000414206,keep,,[],v4
3lHEAWJhKe8_s0000414850_e0000426622,reject,"dubbed, mouth",[],v4
3lHEAWJhKe8_s0000426754_e0000428862,keep,,[],v4
3lHEAWJhKe8_s0000429154_e0000439550,keep,,[],v4
3lHEAWJhKe8_s0000441282_e0000452766,reject,mouth,"[{""start_ms"":3269,""end_ms"":8866,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000455202_e0000460202,keep,,[],v4
3lHEAWJhKe8_s0000459202_e0000464202,keep,,[],v4
3lHEAWJhKe8_s0000463202_e0000468202,reject,cut,"[{""start_ms"":3789,""end_ms"":4143,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000474722_e0000485918,reject,mouth,"[{""start_ms"":294,""end_ms"":721,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000487874_e0000490558,reject,cut,[],v4
3lHEAWJhKe8_s0000490882_e0000498270,keep,,[],v4
5CNS_gaH16c_s0000003074_e0000006174,reject,mouth,"[{""start_ms"":0,""end_ms"":2963,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000006530_e0000014014,reject,cut,"[{""start_ms"":2067,""end_ms"":6217,""reason"":""cut""}]",v4
5CNS_gaH16c_s0000015202_e0000020958,keep,,[],v4
5CNS_gaH16c_s0000021186_e0000029086,reject,broken,[],v4
5CNS_gaH16c_s0000029282_e0000034622,keep,,[],v4
5CNS_gaH16c_s0000036834_e0000039806,reject,mouth,[],v4
5CNS_gaH16c_s0000039938_e0000049406,reject,mouth,"[{""start_ms"":2606,""end_ms"":3154,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000050690_e0000057438,reject,mouth,"[{""start_ms"":4307,""end_ms"":5071,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000057698_e0000059934,keep,,[],v4
5CNS_gaH16c_s0000063426_e0000073054,keep,,[],v4
5CNS_gaH16c_s0000073506_e0000077918,keep,,[],v4
5CNS_gaH16c_s0000078018_e0000084510,reject,mouth,[],v4
5CNS_gaH16c_s0000088450_e0000092542,reject,mouth,[],v4
5CNS_gaH16c_s0000107138_e0000109374,keep,,[],v4
5CNS_gaH16c_s0000109794_e0000112094,keep,,[],v4
5CNS_gaH16c_s0000131746_e0000139806,reject,mouth,"[{""start_ms"":5983,""end_ms"":7071,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000141954_e0000144542,keep,,[],v4
5CNS_gaH16c_s0000144738_e0000147486,keep,,[],v4
5CNS_gaH16c_s0000149954_e0000160350,keep,,[],v4
5CNS_gaH16c_s0000160610_e0000165982,keep,,[],v4
5CNS_gaH16c_s0000167138_e0000169790,reject,mouth,[],v4
5CNS_gaH16c_s0000171906_e0000174398,reject,mouth,[],v4
5CNS_gaH16c_s0000182178_e0000185374,keep,,[],v4
5CNS_gaH16c_s0000187554_e0000189918,keep,,[],v4
5CNS_gaH16c_s0000190178_e0000192286,reject,mouth,"[{""start_ms"":12,""end_ms"":2113,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000193858_e0000197118,keep,,[],v4
5CNS_gaH16c_s0000201186_e0000204318,keep,,[],v4
5CNS_gaH16c_s0000214594_e0000218974,reject,"voiceover, wrong_face",[],v4
5CNS_gaH16c_s0000223778_e0000226206,keep,,[],v4
5CNS_gaH16c_s0000228066_e0000235358,reject,mouth,"[{""start_ms"":0,""end_ms"":4204,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000235842_e0000239518,reject,mouth,[],v4
5CNS_gaH16c_s0000240162_e0000247710,reject,mouth,"[{""start_ms"":3051,""end_ms"":4107,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000248194_e0000253438,keep,,[],v4
5CNS_gaH16c_s0000257986_e0000263038,keep,,[],v4
5CNS_gaH16c_s0000272546_e0000274878,keep,,[],v4
5CNS_gaH16c_s0000276290_e0000284158,reject,mouth,"[{""start_ms"":498,""end_ms"":1133,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000284418_e0000290366,keep,,[],v4
5CNS_gaH16c_s0000292706_e0000297086,reject,mouth,"[{""start_ms"":1429,""end_ms"":2305,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000298178_e0000300350,reject,mouth,[],v4
5CNS_gaH16c_s0000300578_e0000304126,keep,,[],v4
5CNS_gaH16c_s0000304386_e0000309662,keep,,[],v4
5CNS_gaH16c_s0000312034_e0000314750,keep,,[],v4
5CNS_gaH16c_s0000314914_e0000319914,reject,mouth,[],v4
5CNS_gaH16c_s0000318914_e0000323914,keep,,[],v4
5CNS_gaH16c_s0000322914_e0000327914,reject,mouth,"[{""start_ms"":3420,""end_ms"":4009,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000326914_e0000331914,reject,mouth,[],v4
5CNS_gaH16c_s0000330914_e0000333694,reject,mouth,"[{""start_ms"":206,""end_ms"":1500,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000333794_e0000338238,keep,,[],v4
5CNS_gaH16c_s0000345698_e0000348862,reject,mouth,"[{""start_ms"":2719,""end_ms"":3160,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000359746_e0000366270,reject,cut,"[{""start_ms"":5371,""end_ms"":6539,""reason"":""cut""}]",v4
5CNS_gaH16c_s0000366530_e0000370270,reject,"voiceover, mouth, cut",[],v4
5CNS_gaH16c_s0000379938_e0000384938,reject,mouth,[],v4
5CNS_gaH16c_s0000383938_e0000388938,reject,mouth,"[{""start_ms"":163,""end_ms"":3189,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000387938_e0000392938,reject,mouth,"[{""start_ms"":0,""end_ms"":2664,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000391938_e0000394462,reject,broken,[],v4
5CNS_gaH16c_s0000396482_e0000405406,reject,mouth,"[{""start_ms"":6473,""end_ms"":7988,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000405634_e0000413982,reject,mouth,"[{""start_ms"":1115,""end_ms"":4875,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000416386_e0000420894,reject,mouth,"[{""start_ms"":2921,""end_ms"":3909,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000420994_e0000425918,reject,mouth,"[{""start_ms"":1410,""end_ms"":2433,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000426050_e0000434942,reject,mouth,"[{""start_ms"":3238,""end_ms"":6492,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000437698_e0000445694,keep,,[],v4
5CNS_gaH16c_s0000446050_e0000453982,reject,mouth,[],v4
5CNS_gaH16c_s0000456034_e0000460670,keep,,[],v4
5CNS_gaH16c_s0000480258_e0000482750,keep,,[],v4
5CNS_gaH16c_s0000483106_e0000488510,keep,,[],v4
5CNS_gaH16c_s0000493538_e0000496542,keep,,[],v4
5CNS_gaH16c_s0000502178_e0000507678,reject,mouth,"[{""start_ms"":3094,""end_ms"":5453,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000509474_e0000512318,reject,mouth,[],v4
5CNS_gaH16c_s0000512802_e0000518974,reject,mouth,[],v4
5CNS_gaH16c_s0000519650_e0000522846,keep,,[],v4
5CNS_gaH16c_s0000530978_e0000535978,keep,,[],v4
5CNS_gaH16c_s0000534978_e0000539978,reject,mouth,"[{""start_ms"":3009,""end_ms"":3473,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000538978_e0000542014,keep,,[],v4
5CNS_gaH16c_s0000544162_e0000547518,reject,mouth,[],v4
5CNS_gaH16c_s0000563586_e0000568586,reject,mouth,"[{""start_ms"":3834,""end_ms"":4635,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000567586_e0000572586,reject,mouth,[],v4
5CNS_gaH16c_s0000571586_e0000576586,keep,,[],v4
5CNS_gaH16c_s0000575586_e0000580586,reject,mouth,"[{""start_ms"":3108,""end_ms"":4214,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000579586_e0000583486,reject,mouth,[],v4
5CNS_gaH16c_s0000596450_e0000601630,reject,mouth,[],v4
5CNS_gaH16c_s0000602082_e0000605054,keep,,[],v4
5CNS_gaH16c_s0000605314_e0000611038,reject,mouth,[],v4
5CNS_gaH16c_s0000612994_e0000617438,keep,,[],v4
5CNS_gaH16c_s0000617538_e0000624286,reject,mouth,"[{""start_ms"":1094,""end_ms"":3534,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000624770_e0000628990,keep,,[],v4
5CNS_gaH16c_s0000633058_e0000643870,keep,,[],v4
5CNS_gaH16c_s0000644098_e0000646526,keep,,[],v4
5CNS_gaH16c_s0000649346_e0000653086,keep,,[],v4
5CNS_gaH16c_s0000653218_e0000658270,keep,,[],v4
5CNS_gaH16c_s0000658594_e0000661662,keep,,[],v4
5CNS_gaH16c_s0000661954_e0000667678,reject,broken,[],v4
5CNS_gaH16c_s0000668930_e0000673930,reject,mouth,"[{""start_ms"":2192,""end_ms"":3992,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000672930_e0000677930,reject,mouth,[],v4
5CNS_gaH16c_s0000676930_e0000681930,keep,,[],v4
5CNS_gaH16c_s0000683650_e0000688650,keep,,[],v4
5CNS_gaH16c_s0000687650_e0000692650,keep,,[],v4
5CNS_gaH16c_s0000691650_e0000696062,keep,,[],v4
5CNS_gaH16c_s0000696322_e0000698942,keep,,[],v4
5CNS_gaH16c_s0000701058_e0000710590,reject,mouth,"[{""start_ms"":3995,""end_ms"":5760,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000712930_e0000720318,reject,mouth,"[{""start_ms"":0,""end_ms"":832,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000720482_e0000729918,reject,mouth,[],v4
5CNS_gaH16c_s0000730338_e0000732510,reject,mouth,[],v4
5CNS_gaH16c_s0000732898_e0000738590,keep,,[],v4
5CNS_gaH16c_s0000738722_e0000742174,keep,,[],v4
5CNS_gaH16c_s0000742434_e0000753982,reject,mouth,[],v4
5CNS_gaH16c_s0000754210_e0000759838,keep,,[],v4
5CNS_gaH16c_s0000762978_e0000765150,reject,mouth,"[{""start_ms"":760,""end_ms"":1080,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000765282_e0000772414,reject,mouth,"[{""start_ms"":1981,""end_ms"":2497,""reason"":""mouth""}]",v4
5CNS_gaH16c_s0000776514_e0000781514,reject,small_face,"[{""start_ms"":0,""end_ms"":5004,""reason"":""small_face""}]",v4
5CNS_gaH16c_s0000780514_e0000785214,keep,,[],v4
5CNS_gaH16c_s0000785346_e0000793598,reject,small_face,[],v4
5QPu-wDmeTA_s0000006466_e0000008926,keep,,[],v4
5QPu-wDmeTA_s0000009090_e0000014090,keep,,[],v4
5QPu-wDmeTA_s0000013090_e0000018090,reject,mouth,"[{""start_ms"":274,""end_ms"":834,""reason"":""mouth""},{""start_ms"":1779,""end_ms"":4836,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000017090_e0000022090,keep,,[],v4
5QPu-wDmeTA_s0000021090_e0000026090,reject,mouth,[],v4
5QPu-wDmeTA_s0000025090_e0000028990,reject,mouth,"[{""start_ms"":0,""end_ms"":3617,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000029090_e0000032926,reject,cut,"[{""start_ms"":0,""end_ms"":3840,""reason"":""cut""}]",v4
5QPu-wDmeTA_s0000033058_e0000036190,keep,,[],v4
5QPu-wDmeTA_s0000044514_e0000046718,reject,mouth,[],v4
5QPu-wDmeTA_s0000047074_e0000053214,keep,,[],v4
5QPu-wDmeTA_s0000055714_e0000062014,keep,,[],v4
5QPu-wDmeTA_s0000065442_e0000071326,keep,,[],v4
5QPu-wDmeTA_s0000072674_e0000074878,keep,,[],v4
5QPu-wDmeTA_s0000075170_e0000080638,keep,,[],v4
5QPu-wDmeTA_s0000081154_e0000085054,keep,,[],v4
5QPu-wDmeTA_s0000085282_e0000092350,reject,mouth,"[{""start_ms"":3805,""end_ms"":6405,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000092482_e0000098078,keep,,[],v4
5QPu-wDmeTA_s0000098754_e0000101438,keep,,[],v4
5QPu-wDmeTA_s0000102434_e0000108094,reject,mouth,"[{""start_ms"":4854,""end_ms"":5025,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000108418_e0000113630,keep,,[],v4
5QPu-wDmeTA_s0000113794_e0000118430,keep,,[],v4
5QPu-wDmeTA_s0000118690_e0000121150,keep,,[],v4
5QPu-wDmeTA_s0000121474_e0000124446,keep,,[],v4
5QPu-wDmeTA_s0000127394_e0000129854,keep,,[],v4
5QPu-wDmeTA_s0000130178_e0000132446,keep,,[],v4
5QPu-wDmeTA_s0000133506_e0000135710,keep,,[],v4
5QPu-wDmeTA_s0000136066_e0000138910,reject,mouth,"[{""start_ms"":1827,""end_ms"":2860,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000141186_e0000144478,keep,,[],v4
5QPu-wDmeTA_s0000144610_e0000149246,keep,,[],v4
5QPu-wDmeTA_s0000150754_e0000152830,reject,mouth,"[{""start_ms"":0,""end_ms"":2080,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000162082_e0000167870,keep,,[],v4
5QPu-wDmeTA_s0000169634_e0000175998,keep,,[],v4
5QPu-wDmeTA_s0000176706_e0000182014,reject,mouth,"[{""start_ms"":531,""end_ms"":1536,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000182146_e0000184830,keep,,[],v4
5QPu-wDmeTA_s0000186722_e0000190494,keep,,[],v4
5QPu-wDmeTA_s0000190658_e0000193790,keep,,[],v4
5QPu-wDmeTA_s0000193986_e0000198846,keep,,[],v4
5QPu-wDmeTA_s0000199266_e0000208222,reject,mouth,[],v4
5QPu-wDmeTA_s0000208354_e0000210750,keep,,[],v4
5QPu-wDmeTA_s0000213346_e0000216318,keep,,[],v4
5QPu-wDmeTA_s0000216962_e0000223326,keep,,[],v4
5QPu-wDmeTA_s0000223490_e0000226910,keep,,[],v4
5QPu-wDmeTA_s0000228066_e0000231710,reject,mouth,[],v4
5QPu-wDmeTA_s0000231874_e0000236874,reject,mouth,"[{""start_ms"":1676,""end_ms"":4345,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000235874_e0000240874,keep,,[],v4
5QPu-wDmeTA_s0000239874_e0000244874,reject,cut,[],v4
5QPu-wDmeTA_s0000250818_e0000260158,reject,mouth,[],v4
5QPu-wDmeTA_s0000260386_e0000265386,reject,mouth,"[{""start_ms"":1739,""end_ms"":2096,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000264386_e0000269386,reject,mouth,"[{""start_ms"":1625,""end_ms"":2214,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000268386_e0000273386,keep,,[],v4
5QPu-wDmeTA_s0000274850_e0000277982,reject,mouth,[],v4
5QPu-wDmeTA_s0000278946_e0000281758,keep,,[],v4
5QPu-wDmeTA_s0000292130_e0000295422,keep,,[],v4
5QPu-wDmeTA_s0000295522_e0000300254,keep,,[],v4
5QPu-wDmeTA_s0000300354_e0000306462,reject,mouth,[],v4
5QPu-wDmeTA_s0000307938_e0000310014,keep,,[],v4
5QPu-wDmeTA_s0000310242_e0000314302,keep,,[],v4
5QPu-wDmeTA_s0000315650_e0000318366,keep,,[],v4
5QPu-wDmeTA_s0000329026_e0000340926,keep,,[],v4
5QPu-wDmeTA_s0000341218_e0000343646,keep,,[],v4
5QPu-wDmeTA_s0000348674_e0000351582,reject,mouth,"[{""start_ms"":40,""end_ms"":353,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000352066_e0000356510,keep,,[],v4
5QPu-wDmeTA_s0000357826_e0000361310,reject,cut,"[{""start_ms"":2044,""end_ms"":2351,""reason"":""cut""}]",v4
5QPu-wDmeTA_s0000368450_e0000374078,reject,voiceover,[],v4
5QPu-wDmeTA_s0000374306_e0000377566,reject,mouth,[],v4
5QPu-wDmeTA_s0000377730_e0000389022,reject,mouth,"[{""start_ms"":8001,""end_ms"":8901,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000389730_e0000393790,reject,mouth,"[{""start_ms"":1221,""end_ms"":3104,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000394018_e0000398014,reject,mouth,[],v4
5QPu-wDmeTA_s0000398210_e0000400350,reject,mouth,"[{""start_ms"":764,""end_ms"":1833,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000400578_e0000403774,reject,mouth,"[{""start_ms"":1759,""end_ms"":2297,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000404226_e0000406750,keep,,[],v4
5QPu-wDmeTA_s0000407202_e0000416126,keep,,[],v4
5QPu-wDmeTA_s0000416322_e0000420670,keep,,[],v4
5QPu-wDmeTA_s0000420930_e0000423582,reject,mouth,[],v4
5QPu-wDmeTA_s0000424066_e0000426142,reject,mouth,"[{""start_ms"":0,""end_ms"":2080,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000426434_e0000432926,keep,,[],v4
5QPu-wDmeTA_s0000433730_e0000436734,keep,,[],v4
5QPu-wDmeTA_s0000440162_e0000443774,keep,,[],v4
5QPu-wDmeTA_s0000454114_e0000461918,reject,mouth,[],v4
5QPu-wDmeTA_s0000462082_e0000464382,reject,dubbed,[],v4
5QPu-wDmeTA_s0000466274_e0000475454,keep,,[],v4
5QPu-wDmeTA_s0000475650_e0000480990,reject,mouth,"[{""start_ms"":5236,""end_ms"":5340,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000482370_e0000484446,reject,mouth,[],v4
5QPu-wDmeTA_s0000484866_e0000490366,keep,,[],v4
5QPu-wDmeTA_s0000491042_e0000497790,reject,mouth,[],v4
5QPu-wDmeTA_s0000497954_e0000503326,keep,,[],v4
5QPu-wDmeTA_s0000504066_e0000511358,reject,mouth,"[{""start_ms"":4246,""end_ms"":5990,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000512770_e0000520414,reject,mouth,"[{""start_ms"":0,""end_ms"":7640,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000520994_e0000523646,keep,,[],v4
5QPu-wDmeTA_s0000524098_e0000527486,keep,,[],v4
5QPu-wDmeTA_s0000528770_e0000531582,reject,mouth,[],v4
5QPu-wDmeTA_s0000533122_e0000535198,reject,mouth,"[{""start_ms"":0,""end_ms"":321,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000535586_e0000539966,reject,mouth,[],v4
5QPu-wDmeTA_s0000540738_e0000543390,reject,mouth,[],v4
5QPu-wDmeTA_s0000543554_e0000546206,keep,,[],v4
5QPu-wDmeTA_s0000548002_e0000551902,reject,cut,"[{""start_ms"":2948,""end_ms"":3567,""reason"":""cut""}]",v4
5QPu-wDmeTA_s0000552002_e0000557342,keep,,[],v4
5QPu-wDmeTA_s0000558082_e0000560350,keep,,[],v4
5QPu-wDmeTA_s0000560706_e0000563198,keep,,[],v4
5QPu-wDmeTA_s0000563362_e0000568254,reject,mouth,[],v4
5QPu-wDmeTA_s0000570370_e0000572926,keep,,[],v4
5QPu-wDmeTA_s0000573058_e0000576670,keep,,[],v4
5QPu-wDmeTA_s0000576834_e0000580062,reject,mouth,"[{""start_ms"":1624,""end_ms"":2428,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000581538_e0000584062,keep,,[],v4
5QPu-wDmeTA_s0000584482_e0000587102,keep,,[],v4
5QPu-wDmeTA_s0000588386_e0000593534,keep,,[],v4
5QPu-wDmeTA_s0000593730_e0000601854,reject,mouth,"[{""start_ms"":4767,""end_ms"":5218,""reason"":""mouth""},{""start_ms"":6286,""end_ms"":6570,""reason"":""cut""},{""start_ms"":6570,""end_ms"":7510,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000612354_e0000616734,keep,,[],v4
5QPu-wDmeTA_s0000618818_e0000623166,keep,,[],v4
5QPu-wDmeTA_s0000630146_e0000640030,keep,,[],v4
5QPu-wDmeTA_s0000640258_e0000652094,reject,cut,"[{""start_ms"":5064,""end_ms"":5810,""reason"":""cut""}]",v4
5QPu-wDmeTA_s0000652258_e0000655422,keep,,[],v4
5QPu-wDmeTA_s0000656642_e0000660414,reject,mouth,"[{""start_ms"":0,""end_ms"":803,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000660610_e0000672126,reject,cut,"[{""start_ms"":6913,""end_ms"":7703,""reason"":""cut""}]",v4
5QPu-wDmeTA_s0000673154_e0000675262,reject,broken,[],v4
5QPu-wDmeTA_s0000676482_e0000685118,keep,,[],v4
5QPu-wDmeTA_s0000685538_e0000691102,keep,,[],v4
5QPu-wDmeTA_s0000691266_e0000695294,reject,mouth,[],v4
5QPu-wDmeTA_s0000695714_e0000698494,keep,,[],v4
5QPu-wDmeTA_s0000698658_e0000702654,keep,,[],v4
5QPu-wDmeTA_s0000703266_e0000707806,keep,,[],v4
5QPu-wDmeTA_s0000708834_e0000713834,reject,mouth,"[{""start_ms"":0,""end_ms"":2054,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000712834_e0000717834,reject,mouth,"[{""start_ms"":2085,""end_ms"":4258,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000716834_e0000721022,reject,mouth,"[{""start_ms"":2978,""end_ms"":3792,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000721186_e0000723678,reject,mouth,"[{""start_ms"":0,""end_ms"":362,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000723810_e0000727454,reject,mouth,"[{""start_ms"":107,""end_ms"":878,""reason"":""mouth""}]",v4
5QPu-wDmeTA_s0000727650_e0000730622,keep,,[],v4
5QPu-wDmeTA_s0000732098_e0000734942,reject,mouth,[],v4
5QPu-wDmeTA_s0000738178_e0000744030,keep,,[],v4
5QPu-wDmeTA_s0000744802_e0000749214,keep,,[],v4
5QPu-wDmeTA_s0000749442_e0000752702,keep,,[],v4
71HzPcvxNJM_s0000005762_e0000007902,reject,cut,[],v4
71HzPcvxNJM_s0000012898_e0000015518,keep,,[],v4
71HzPcvxNJM_s0000015778_e0000020126,keep,,[],v4
71HzPcvxNJM_s0000020482_e0000023230,reject,dubbed,"[{""start_ms"":2165,""end_ms"":2769,""reason"":""dubbed""}]",v4
71HzPcvxNJM_s0000027426_e0000032574,keep,,[],v4
71HzPcvxNJM_s0000032930_e0000035486,keep,,[],v4
71HzPcvxNJM_s0000035746_e0000038046,reject,"mouth, cut",[],v4
71HzPcvxNJM_s0000038754_e0000042270,keep,,[],v4
71HzPcvxNJM_s0000044002_e0000046942,reject,cut,[],v4
71HzPcvxNJM_s0000054562_e0000059614,keep,,[],v4
71HzPcvxNJM_s0000060098_e0000062462,keep,,[],v4
71HzPcvxNJM_s0000062594_e0000068318,keep,,[],v4
71HzPcvxNJM_s0000069122_e0000071166,keep,,[],v4
71HzPcvxNJM_s0000071650_e0000075710,keep,,[],v4
71HzPcvxNJM_s0000077026_e0000081982,keep,,[],v4
71HzPcvxNJM_s0000083522_e0000093054,reject,broken,[],v4
71HzPcvxNJM_s0000093378_e0000097758,keep,,[],v4
71HzPcvxNJM_s0000098114_e0000103114,reject,cut,[],v4
71HzPcvxNJM_s0000102114_e0000107114,keep,,[],v4
71HzPcvxNJM_s0000106114_e0000110622,reject,mouth,"[{""start_ms"":2389,""end_ms"":3358,""reason"":""mouth""}]",v4
71HzPcvxNJM_s0000110850_e0000118462,keep,,[],v4
71HzPcvxNJM_s0000122626_e0000130622,keep,,[],v4
71HzPcvxNJM_s0000131106_e0000133854,reject,mouth,"[{""start_ms"":157,""end_ms"":1129,""reason"":""mouth""}]",v4
71HzPcvxNJM_s0000134018_e0000143390,reject,mouth,"[{""start_ms"":2665,""end_ms"":3885,""reason"":""mouth""}]",v4
